geo,period,tx_existing_wales,tx_existing_england,tx_newbuild_wales,tx_newbuild_england,tx_total,mb_bs_gbp_m,mb_banks_gbp_m,mb_bs_plus_banks_gbp_m,mb_bs_plus_banks_spliced_gbp_m,mb_specialist_gbp_m,mb_other_gbp_m,mb_total_gbp_m,avg_house_price_gbp,months_with_tx,tx_newbuild_total,newbuild_share_of_transactions,all_dwellings_n,turnover_pct_q,gP_yoy,gTO_yoy,volP_8q,volTO_8q,gMB_yoy,W,volW_8q,calm,p,dNB_yoy,is_baseline,zW,zTO,zNB,fair_wedge_contrib,fair_turn_contrib,fair_nb_contrib,FAIR,dFAIR
EW,2011Q2,6356.0,134947.0,907.0,15735.0,157945.0,196272.0,813348.0,,1009620.0,181197.0,7532.0,1009620.0,165131.0,3,16642.0,0.1053657918895818,22976000.0,0.0068743471448467,-0.0021271067118676,-0.0631763373859302,0.0539419845840348,0.2601823493028204,0.0032265965620394,-0.0053537032739071,0.0528975240087327,False,2011Q2,0.019947925175701098,False,-0.2889563797074613,-0.4932408397117743,-0.00019491108314445668,-15.892600883910374,17.263429389912098,-0.001949110831444567,1.368879395170279,10.189552507133406
EW,2011Q3,7877.0,168628.0,757.0,13555.0,190817.0,195979.0,817946.0,,1013925.0,179364.0,7740.0,1013925.0,165131.0,3,14312.0,0.0750037994518308,22976000.0,0.0083050574512534,-0.0021271067118676,0.0145768859140664,0.0444605913188584,0.2620583410777413,0.0034773171732982,-0.0056044238851659,0.0431851877119047,False,2011Q3,-0.0015479690460280526,False,-0.2954884045945962,-0.05587990153765926,-0.14135837842586202,-16.251862252702793,1.955796553818074,-1.4135837842586203,-15.70964948314334,-17.07852887831362
EW,2011Q4,7680.0,156828.0,905.0,17169.0,182582.0,196988.0,818294.0,,1015282.0,179481.0,7914.0,1015282.0,165131.0,3,18074.0,0.0989911382283029,22976000.0,0.0079466399721448,-0.0021271067118676,0.0528431311711943,0.0297226977026931,0.1668638889642912,0.0034575504783729,-0.0055846571902405,0.0278906344966305,True,2011Q4,0.06960563948525644,False,-0.2949734228284747,0.15936726399121948,0.3259071370542619,-16.223538255566112,-5.577854239692681,3.259071370542619,-18.542321124716175,-2.8326716415728352
EW,2012Q1,5823.0,130775.0,606.0,13363.0,150567.0,197885.0,821549.0,,1019434.0,178348.0,8651.0,1019434.0,163628.0,3,13969.0,0.0927759734868862,23111000.0,0.0065149495911038,-0.0091018645802423,0.2045537210319776,0.0295366720395098,0.1195406382319917,0.0061064110778403,-0.0152082756580826,0.0282232222425047,True,2012Q1,0.07557464999238528,False,-0.5456975855553615,1.0127374922125294,0.3651056096137179,-30.01336720554489,-35.44581222743853,3.651056096137179,-61.808123336846236,-43.26580221213006
EW,2012Q2,6445.0,131807.0,929.0,17213.0,156394.0,199536.0,829900.0,,1029436.0,180749.0,9623.0,1029436.0,163628.0,3,18142.0,0.1160018926557284,23111000.0,0.0067670806109644,-0.0091018645802423,-0.0156038866851104,0.0268984680388124,0.1005875664224728,0.0119896239142163,-0.0210914884944586,0.0268041053169586,True,2012Q2,0.10094453404092207,False,-0.6989729484007879,-0.22564638141549304,0.5317095555316315,-38.44351216204334,7.897623349542256,5.317095555316315,-25.22879325718477,36.57933007966147
EW,2012Q3,7338.0,156241.0,627.0,13663.0,177869.0,202043.0,831715.0,,1033758.0,178871.0,10798.0,1033758.0,163628.0,3,14290.0,0.0803400255244028,23111000.0,0.0076962918090952,-0.0091018645802423,-0.0733005937323558,0.0208991990689124,0.1026312205334623,0.0185664119304957,-0.0276682765107381,0.02255209178234,True,2012Q3,0.07114607675307227,False,-0.8703180276268605,-0.5501896588868133,0.336023183574858,-47.867491519477326,19.256638061038466,3.3602318357485803,-25.250621622690282,-0.021828365505513148
EW,2012Q4,7673.0,153700.0,939.0,17774.0,180086.0,203759.0,832132.0,,1035891.0,177475.0,11816.0,1035891.0,163628.0,3,18713.0,0.1039114645225059,23111000.0,0.0077922201549045,-0.0091018645802423,-0.0194320892580494,0.0034873789341872,0.0844308823396319,0.0187994754047451,-0.0279013399849874,0.0095016522017814,True,2012Q4,0.049704714808463724,False,-0.8763900310670051,-0.24717997446489184,0.1952178295183817,-48.20145170868528,8.651299106271214,1.9521782951838171,-37.59797430723025,-12.34735268453997
EW,2013Q1,5870.0,124239.0,560.0,12581.0,143250.0,205438.0,829720.0,,1035158.0,176627.0,12905.0,1035158.0,168928.0,3,13141.0,0.0917347294938918,23236000.0,0.0061650025822,0.0323905444056029,-0.0537144614874157,0.013136692231153,0.0847382081855582,0.0162643845980277,0.0161261598075752,0.013724456369457,True,2013Q1,-0.011223207408775582,True,0.270658561864553,-0.4400179025237603,-0.20489563724211113,14.886220902550418,15.400626588331608,-2.0489563724211113,28.237891118460915,65.83586542569117
EW,2013Q2,7571.0,155143.0,943.0,20183.0,183840.0,209022.0,828528.0,,1037550.0,175352.0,14135.0,1037550.0,168928.0,3,21126.0,0.1149151436031331,23236000.0,0.0079118609054914,0.0323905444056029,0.1691690051204892,0.0171973885012551,0.0952680717861578,0.0115028881698646,0.0208876562357382,0.0174422945262909,True,2013Q2,-0.009368373461117296,True,0.39470984353864047,0.8136988943094919,-0.19271494874896866,21.709041394625228,-28.479461300832217,-1.9271494874896866,-8.697569393696675,-36.93546051215759
EW,2013Q3,9386.0,196854.0,693.0,17082.0,224015.0,213226.0,828760.0,,1041986.0,174018.0,15278.0,1041986.0,168928.0,3,17775.0,0.0793473651317992,23236000.0,0.0096408590118781,0.0323905444056029,0.2526628733703784,0.0195369976529611,0.1186046543926045,0.0061356183799154,0.0262549260256874,0.0208894060389746,True,2013Q3,-0.012355739074318306,True,0.5345433405451021,1.2833508907117954,-0.21233296900111406,29.39988372998062,-44.91728117491284,-2.1233296900111407,-17.640727134943358,-8.943157741246683
EW,2013Q4,10493.0,210645.0,1096.0,23340.0,245574.0,215689.0,833077.0,1049851.0,1049851.0,171194.0,15682.0,1049851.0,168928.0,3,24436.0,0.0995056479920512,23236000.0,0.0105686865209158,0.0323905444056029,0.35631261833173,0.0207462044929226,0.1524607198603023,0.0086659235051675,0.0237246209004353,0.0228191665068304,True,2013Q4,-0.04239971547605759,True,0.4686212930229255,1.8663794491922314,-0.40963166417915264,25.774171116260902,-65.3232807217281,-4.096316641791526,-43.64542624725872,-26.00469911231536
EW,2014Q1,8465.0,178996.0,624.0,16366.0,204451.0,,,1055353.0,1055353.0,169634.0,15919.0,1055353.0,185620.0,3,16990.0,0.0831005962308817,23372000.0,0.0087476895430429,0.0988113279030118,0.4189271498928164,0.0338290955804887,0.1836729999321642,0.0117700165379384,0.0870413113650734,0.0359311556293504,False,2014Q1,-0.09412065976152473,True,2.1182112322366615,2.2185854299170287,-0.7492829368485037,116.50161777301639,-77.650490047096,-7.492829368485037,31.358298357435356,75.00372460469407
EW,2014Q2,9986.0,200685.0,1071.0,24468.0,236210.0,,,1061979.0,1061979.0,168446.0,16794.0,1061979.0,185620.0,3,25539.0,0.1081198933152703,23372000.0,0.0101065377374636,0.0988113279030118,0.2773907249113714,0.0386587135065017,0.1802927148086936,0.0155537587955798,0.0832575691074319,0.0401778152541116,False,2014Q2,-0.05913276592448624,True,2.0196333830948276,1.4224447557631674,-0.5195175519750219,111.07983607021552,-49.78556645171086,-5.19517551975022,56.09909409875444,24.740795741319086
EW,2014Q3,10990.0,227771.0,899.0,19256.0,258916.0,,,1069752.0,1069752.0,166910.0,16845.0,1069752.0,185620.0,3,20155.0,0.0778437794497056,23372000.0,0.0110780421016601,0.0988113279030118,0.1490720990745022,0.0384794785231553,0.1568771156968868,0.0179742760044878,0.0808370518985239,0.0383071132193053,False,2014Q3,-0.018949409089969005,True,1.9565716405083555,0.7006540415095398,-0.2556335785185389,107.61144022795956,-24.522891452833893,-2.556335785185389,80.53221298994029,24.43311889118585
EW,2014Q4,10367.0,209830.0,1211.0,23842.0,245250.0,,,1075866.0,1075866.0,111019.0,69062.0,1075866.0,185620.0,3,25053.0,0.1021529051987767,23372000.0,0.0104933253465685,0.0988113279030118,-0.007130609295503,0.0332103917487044,0.1548264119291955,0.0157043511014147,0.083106976801597,0.0310602994596882,False,2014Q4,0.026604089919971097,True,2.015710001269194,-0.17798429885166486,0.0435161011135802,110.86405006980569,6.22945045980827,0.4351610111358021,117.52866154074975,36.99644855080946
EW,2015Q1,7985.0,162568.0,769.0,16744.0,188066.0,,,1078303.0,1078303.0,113999.0,68438.0,1078303.0,193900.0,3,17513.0,0.0931215637063584,23543000.0,0.0079881918192243,0.0446072621484754,-0.0868226655828948,0.0319033485016246,0.1617173905626992,0.0159343574716621,0.0286729046768132,0.0294513506540016,False,2015Q1,0.12058839442782165,True,0.5975389460775542,-0.6262511490682728,0.6607107227130329,32.864642034265486,21.918790217389546,6.60710722713033,61.39053947878536,-56.138122061964395
EW,2015Q2,9475.0,188526.0,1307.0,27954.0,227262.0,,,1085316.0,1085316.0,114240.0,68172.0,1085316.0,193900.0,3,29261.0,0.1287544772113243,23543000.0,0.0096530603576434,0.0446072621484754,-0.0448697062832128,0.0304639650261917,0.1798388442883138,0.0161390184725962,0.0284682436758791,0.0284691444195702,False,2015Q2,0.19084909597427124,True,0.592206912365545,-0.3902662617576245,1.122112520931913,32.57138018010498,13.659319161516859,11.22112520931913,57.45182455094097,-3.938714927844387
EW,2015Q3,11210.0,229641.0,978.0,22291.0,264120.0,,,1097344.0,1097344.0,112413.0,67585.0,1097344.0,193900.0,3,23269.0,0.0881001060124185,23543000.0,0.0112186212462303,0.0446072621484754,0.0126898908020156,0.0288724553615581,0.1826143030554646,0.0172053934441243,0.0274018687043511,0.0283256942023445,False,2015Q3,0.13175524923400528,True,0.5644246418211875,-0.06649422615996137,0.7340434218551841,31.043355300165317,2.3272979155986477,7.340434218551842,40.71108743431581,-16.740737116625162
EW,2015Q4,11677.0,223695.0,1016.0,23664.0,260052.0,,,1111512.0,1111512.0,112859.0,63989.0,1111512.0,193900.0,3,24680.0,0.0949040961038561,23543000.0,0.0110458310325786,0.0446072621484754,0.0526530597081675,0.0271020328772681,0.1630656046139857,0.0240843387512292,0.0205229233972461,0.028788034047077,True,2015Q4,-0.07096038121299963,True,0.3852074577306921,0.15829811431662927,-0.5971894630525589,21.186410175188065,-5.540434001082024,-5.97189463052559,9.674081543580453,-31.037005890735355
EW,2016Q1,11127.0,226426.0,620.0,17992.0,256165.0,,,1122964.0,1122964.0,115003.0,63294.0,1122964.0,203771.0,3,18612.0,0.0726562957468819,23733000.0,0.0107936206969199,0.0509076843733884,0.3511969843969049,0.02570871307886,0.147079685601495,0.0287357843170992,0.0221719000562892,0.0277124341482879,True,2016Q1,-0.2197693761244166,True,0.4281682519035169,1.8376040703444898,-1.5744176479701277,23.549253854693433,-64.31614246205713,-15.744176479701277,-56.51106508706498,-66.18514663064543
EW,2016Q2,8610.0,160305.0,1149.0,26723.0,196787.0,,,1136372.0,1136372.0,115227.0,55234.0,1136372.0,203771.0,3,27872.0,0.141635372255281,23733000.0,0.008291703535162,0.0509076843733884,-0.1410285207015682,0.0227078059162507,0.1448184900244271,0.0305815394394859,0.0203261449339025,0.02505273854053,True,2016Q2,0.10004230783225765,True,0.380080787795743,-0.9311584267738159,0.5257846389578515,20.90444332876587,32.59054493708356,5.257846389578516,58.75283465542795,115.26389974249292
EW,2016Q3,11330.0,210798.0,903.0,22890.0,245921.0,,,1148614.0,1148614.0,114171.0,55123.0,1148614.0,203771.0,3,23793.0,0.0967505825041375,23733000.0,0.0103619854211435,0.0509076843733884,-0.0763583872104292,0.0172811964330427,0.1419241407888962,0.0314083727045935,0.0194993116687949,0.0199161413138385,True,2016Q3,0.09818917233197921,True,0.3585392980950062,-0.5673897101200968,0.5136151041631207,19.71966139522534,19.858639854203386,5.136151041631208,44.714452291059935,-14.038382364368012
EW,2016Q4,11385.0,194890.0,1237.0,29637.0,237149.0,,,1157035.0,1157035.0,113035.0,54015.0,1157035.0,203771.0,3,30874.0,0.1301881939202779,23733000.0,0.0099923734883916,0.0509076843733884,-0.0953715063248685,0.0031502111124563,0.1460060614713712,0.0291950770692968,0.0217126073040916,0.0036484959959336,True,2016Q4,0.3717868802818527,True,0.41620229636131933,-0.674338274572829,2.310330361171747,22.891126299872568,23.601839610049012,23.103303611717475,69.59626952163906,24.881817230579124
EW,2017Q1,9450.0,171722.0,740.0,20824.0,202736.0,,,1166022.0,1166022.0,112358.0,55724.0,1166022.0,209935.0,3,21564.0,0.106364927787862,23950000.0,0.0084649686847599,0.0302496429815821,-0.2157433615232108,0.0066164877195545,0.1606907133490989,0.0266658158033621,0.00358382717822,0.0070937572610427,True,2017Q1,0.46394647145807366,True,-0.05610687024866763,-1.351428500352678,2.915542096265416,-3.0858778636767203,47.29999751234373,29.155420962654162,73.36954061132117,3.773271089682112
EW,2017Q2,10951.0,186002.0,1163.0,29819.0,227935.0,,,1178095.0,1178095.0,111605.0,56388.0,1178095.0,209935.0,3,30982.0,0.1359247153793844,23950000.0,0.0095171189979123,0.0302496429815821,0.1477881423948375,0.0084374211731763,0.1693052581989792,0.0282663075638169,0.0019833354177651,0.0086037071286175,False,2017Q2,-0.04031942575477421,True,-0.09780448720347974,0.6934318007565562,-0.39597040835491576,-5.379246796191387,-24.270113026479464,-3.9597040835491577,-33.60906390622001,-106.97860451754119
EW,2017Q3,12294.0,214425.0,845.0,23320.0,250884.0,,,1196393.0,1196393.0,105335.0,56959.0,1196393.0,209935.0,3,24165.0,0.0963194145501506,23950000.0,0.0104753235908141,0.0302496429815821,0.0109378815993446,0.009600017134604,0.1692956274783726,0.0306726889796746,-0.0004230459980925,0.009348371893193,False,2017Q3,-0.00445648948902666,True,-0.16049794992839211,-0.07634925667893286,-0.16045862270208422,-8.827387246061567,2.67222398376265,-1.6045862270208422,-7.75974948931976,25.84931441690025
EW,2017Q4,12312.0,200161.0,1292.0,30196.0,243961.0,,,1206281.0,1206281.0,104211.0,58455.0,1206281.0,209935.0,3,31488.0,0.1290698103385377,23950000.0,0.0101862630480167,0.0302496429815821,0.0194037542582194,0.010329020695903,0.1684626382719734,0.0327352298034202,-0.002485586821838,0.0102901697569868,True,2017Q4,-0.008590514608606048,True,-0.21423333260712477,-0.02872882563568074,-0.18760675219798645,-11.782833293391864,1.0055088972488258,-1.8760675219798646,-12.653391918122903,-4.893642428803143
EW,2018Q1,9500.0,161737.0,746.0,22079.0,194062.0,,,1214067.0,1214067.0,103915.0,59211.0,1214067.0,214163.0,3,22825.0,0.1176170502210633,24172000.0,0.0080283799437365,0.020139567008836,-0.0515759428395076,0.011435923233474,0.1037803309341945,0.0328563848678116,-0.0127168178589756,0.0118236718459173,True,2018Q1,0.10578790083553602,True,-0.4807876275455087,-0.42798876106240596,0.5635159294971845,-26.443319515002976,14.97960663718421,5.635159294971846,-5.82855358284692,6.824838335275983
EW,2018Q2,10455.0,174602.0,1055.0,30983.0,217095.0,,,1223203.0,1223203.0,104742.0,54451.0,1223203.0,214163.0,3,32038.0,0.1475759460144176,24172000.0,0.0089812593082905,0.020139567008836,-0.0563048218414993,0.0111932280498059,0.0981455627767381,0.0279292249406308,-0.0077896579317948,0.0113410583775862,True,2018Q2,0.08571826398542037,True,-0.35242031420158326,-0.45458864810301247,0.43171868966858234,-19.38311728108708,15.910602683605434,4.317186896685824,0.8446722992041771,6.6732258820510975
EW,2018Q3,12139.0,202867.0,858.0,24348.0,240212.0,,,1234583.0,1234583.0,104856.0,54687.0,1234583.0,214163.0,3,25206.0,0.1049323097930161,24172000.0,0.009937613767996,0.020139567008836,-0.0513310942766124,0.0094980371896277,0.0973211245149016,0.026698652659008,-0.006559085650172,0.0097409073224681,True,2018Q3,0.0894201369795602,True,-0.32036021061208864,-0.42661149086532035,0.45602887756422733,-17.619811583664877,14.93140218028621,4.560288775642274,1.8718793722636065,1.0272070730594294
EW,2018Q4,12436.0,196487.0,1263.0,31828.0,242014.0,,,1247764.0,1247764.0,105970.0,55026.0,1247764.0,214163.0,3,33091.0,0.1367317593197087,24172000.0,0.0100121628330299,0.020139567008836,-0.0170916669014057,0.0050550379863729,0.0948155623890589,0.0290047623765903,-0.0088651953677543,0.0053474752284561,True,2018Q4,0.059362828232833564,True,-0.3804412944610838,-0.23401512709032127,0.2586426289200799,-20.924271195359612,8.190529448161243,2.586426289200799,-10.14731545799757,-12.019194830261176
EW,2019Q1,9295.0,155499.0,621.0,21171.0,186586.0,,,1255109.0,1255109.0,107066.0,52007.0,1255109.0,215333.0,3,21792.0,0.11679332854555,24414000.0,0.0076425821250102,0.0054631285516171,-0.0480542552083983,0.0078374789772555,0.0643592243177912,0.0290060209096301,-0.0235428923580129,0.0075213357941299,True,2019Q1,-0.007003420626219614,True,-0.762839381099561,-0.40817931084379094,-0.17718431118476446,-41.95616596047586,14.286275879532681,-1.7718431118476448,-29.44173319279082,-19.29441773479325
EW,2019Q2,10267.0,165216.0,1046.0,30704.0,207233.0,,,1264312.0,1264312.0,108167.0,52431.0,1264312.0,215333.0,3,31750.0,0.1532091896560876,24414000.0,0.0084882854100106,0.0054631285516171,-0.0548891732615759,0.0088374001462297,0.0292216971663118,0.0311112724017588,-0.0256481438501416,0.0086153366867302,True,2019Q2,0.038171828091277504,True,-0.8176875049583049,-0.44662564200805893,0.1194814000088296,-44.972812772706774,15.63189747028206,1.194814000088296,-28.146101302336415,1.2956318904544055
EW,2019Q3,11902.0,196553.0,873.0,24918.0,234246.0,,,1277423.0,1277423.0,107666.0,53079.0,1277423.0,215333.0,3,25791.0,0.1101022002510181,24414000.0,0.0095947407225362,0.0054631285516171,-0.034502552973433,0.0086933366966115,0.0245365900074908,0.0314892108861351,-0.0260260823345179,0.0088428588562628,True,2019Q3,0.04926881404021177,True,-0.8275339375007167,-0.3319511501092515,0.19235527059298474,-45.51436656253942,11.618290253823803,1.9235527059298474,-31.972523602785774,-3.8264223004493587
EW,2019Q4,11645.0,190706.0,1232.0,31157.0,234740.0,,,1291350.0,1291350.0,108632.0,54057.0,1291350.0,215333.0,3,32389.0,0.1379781886342336,24414000.0,0.009614975014336,0.0054631285516171,-0.039670531264592,0.0073382192286093,0.0124011677845937,0.0308437423364389,-0.0253806137848218,0.0082737050249346,True,2019Q4,0.009115872718425733,True,-0.8107175433107483,-0.3610209653266081,-0.07132896429045471,-44.589464882091164,12.635733786431283,-0.7132896429045471,-32.66702073856443,-0.6944971357786578
EW,2020Q1,9085.0,151684.0,594.0,19113.0,180476.0,,,1300061.0,1300061.0,109772.0,55621.0,1300061.0,223050.0,3,19707.0,0.1091945743478357,24657000.0,0.0073194630328101,0.0358375167763418,-0.042278785744768,0.0104690502720197,0.0120849871076271,0.0338768613643893,0.0019606554119524,0.0103911323775665,True,2020Q1,-0.06506154326058744,False,-0.09839536946746721,-0.37569236514813364,-0.5584518134313775,-5.411745320710697,13.149232780184677,-5.584518134313775,2.152969325160205,34.81999006372464
EW,2020Q2,4697.0,91098.0,273.0,10037.0,106105.0,,,1301270.0,1301270.0,110267.0,56435.0,1301270.0,223050.0,3,10310.0,0.0971678997219735,24657000.0,0.0043032404590988,0.0358375167763418,-0.4930377277342956,0.012555945400817,0.1498624131183886,0.0319536884566995,0.0038838283196422,0.0120248865008981,False,2020Q2,-0.36578282320996114,False,-0.04829093955154623,-2.911205947630313,-2.533287479420194,-2.656001675335043,101.89220816706094,-25.33287479420194,73.90333169752395,71.75036237236375
EW,2020Q3,7379.0,156351.0,396.0,17513.0,181639.0,,,1312402.0,1312402.0,111007.0,57444.0,1312402.0,223050.0,3,17909.0,0.0985966670153436,24657000.0,0.0073666301658758,0.0358375167763418,-0.2322220705169236,0.0140713082326341,0.1547415252689048,0.0293625142071245,0.0064750025692172,0.0136632133611219,True,2020Q3,-0.10449866768732552,False,0.019216931461324055,-1.4441210386103012,-0.8174352810964276,1.056931230372823,50.54423635136054,-8.174352810964276,43.426814770769084,-30.47651692675487
EW,2020Q4,12835.0,220683.0,530.0,19676.0,253724.0,,,1330358.0,1330358.0,111837.0,58951.0,1330358.0,223050.0,3,20206.0,0.0796377165739149,24657000.0,0.0102901407308269,0.0358375167763418,0.0702202257919779,0.0151871941123623,0.1644073956301095,0.0314283144032425,0.0044092023730992,0.0147252781671276,True,2020Q4,-0.422823872655507,False,-0.03460336765625544,0.25711321050668196,-2.907875865348385,-1.9031852210940496,-8.998962367733867,-29.078758653483856,-39.980906242311775,-83.40772101308086
EW,2021Q1,11680.0,248990.0,332.0,14160.0,275162.0,,,1349227.0,1349227.0,113622.0,56606.0,1349227.0,240629.0,3,14492.0,0.0526671560753301,24873000.0,0.011062678406304,0.0788119255772248,0.511405735190495,0.0232508665304813,0.2642544570246595,0.0340030929528119,0.0448088326244129,0.02246493907307,False,2021Q1,-0.5176760714542408,False,1.0179283285122533,2.73877635075837,-3.530769945929366,55.98605806817394,-95.85717227654294,-35.30769945929366,-75.17881366766267,-35.19790742535089
EW,2021Q2,13496.0,267922.0,486.0,14410.0,296314.0,,,1371858.0,1371858.0,115589.0,57199.0,1371858.0,240629.0,3,14896.0,0.0502709963079706,24873000.0,0.0119130784384674,0.0788119255772248,1.768397107179616,0.026123328378012,0.6529629190107422,0.0443034290700852,0.0345084965071396,0.023322231121689,False,2021Q2,-0.4826378212165644,False,0.7495736387000396,9.809337575066534,-3.300673870736904,41.22655012850218,-343.3268151273287,-33.006738707369045,-335.10700370619554,-259.9281900385329
EW,2021Q3,11306.0,212325.0,313.0,11271.0,235215.0,,,1383688.0,1383688.0,113036.0,58305.0,1383688.0,240629.0,3,11584.0,0.0492485598282422,24873000.0,0.0094566397298275,0.0788119255772248,0.2837131112721232,0.0256149826934969,0.6478365498473108,0.0493050453685912,0.0295068802086335,0.0210341494599323,False,2021Q3,-0.5005048211155236,False,0.6192665132758037,1.4580081023728473,-3.418006400881174,34.05965823016921,-51.03028358304965,-34.18006400881175,-51.15068936169219,283.95631434450337
EW,2021Q4,12015.0,159620.0,391.0,11046.0,183072.0,,,1392986.0,1392986.0,113885.0,58897.0,1392986.0,240629.0,3,11437.0,0.062472688341199,24873000.0,0.0073602701724761,0.0788119255772248,-0.2847259950073939,0.0214872044004414,0.6653407294739441,0.0450920270031531,0.0337198985740716,0.016262196965318,False,2021Q4,-0.21553893018497539,False,0.7290282942272384,-1.7394549771709678,-1.5466363232642322,40.09655618249811,60.88092420098386,-15.466363232642323,85.51111715083965,136.66180651253183
EW,2022Q1,9785.0,173323.0,185.0,7675.0,190968.0,,,1406918.0,1406918.0,115836.0,59886.0,1406918.0,278000.0,3,7860.0,0.0411587281638808,25160000.0,0.0075901430842607,0.1553054702467284,-0.3138964357912183,0.0371618972716539,0.6834047710277288,0.0426457044472656,0.1126597657994628,0.0332874323292068,False,2022Q1,-0.2185124234729655,False,2.785648907564562,-1.9035383528394139,-1.5661632440018993,153.2106899160509,66.62384234937949,-15.661632440018995,204.1728998254114,118.66178267457175
EW,2022Q2,9444.0,169462.0,189.0,6839.0,185934.0,,,1421751.0,1421751.0,116640.0,60768.0,1421751.0,278000.0,3,7028.0,0.0377983585573375,25160000.0,0.0073900635930047,0.1553054702467284,-0.3796680151838721,0.0430615230529123,0.6706962074373691,0.0400807497921271,0.1152247204546013,0.0404069142657055,False,2022Q2,-0.2481080278223078,False,2.8524736793997065,-2.273502689332273,-1.760517481372179,156.88605236698388,79.57259412662955,-17.605174813721792,218.85347167989164,14.680571854480235
EW,2022Q3,10290.0,186466.0,57.0,3212.0,200025.0,,,1439455.0,1439455.0,118105.0,61650.0,1439455.0,278000.0,3,3269.0,0.0163429571303587,25160000.0,0.0079501192368839,0.1553054702467284,-0.1593082253299588,0.0433770034623065,0.6655365796606028,0.0398867193065755,0.1154187509401529,0.0425327935631025,False,2022Q3,-0.6681536031235044,False,2.8575287562604506,-1.0339815436364062,-4.518955406301347,157.1640815943248,36.18935402727421,-45.189554063013475,148.16388155858556,-70.68959012130608
EW,2022Q4,10223.0,153385.0,581.0,13336.0,177525.0,,,1450864.0,1450864.0,117559.0,60114.0,1450864.0,278000.0,3,13917.0,0.0783945923109421,25160000.0,0.0070558426073131,0.1553054702467284,-0.0413609226331682,0.0382467723347518,0.6689983415520846,0.0407745186365264,0.1145309516102019,0.0396190909389654,False,2022Q4,0.2548618347074245,False,2.834398917477329,-0.370529396276016,1.5424839677052729,155.89194046125309,12.96852886966056,15.424839677052729,184.28530900796636,36.1214274493808
EW,2023Q1,7646.0,135177.0,297.0,7819.0,150939.0,,,1453760.0,1453760.0,113352.0,52245.0,1453760.0,302000.0,3,8116.0,0.0537700660531738,25312000.0,0.0059631400126422,0.0863309352517984,-0.2143573650136233,0.0373778637999381,0.666169739185172,0.0281547375489734,0.058176197702825,0.0385767298010483,False,2023Q1,0.3064073758323802,False,1.3661883336598815,-1.3436322867937829,1.8809833683908272,75.14035835129349,47.0271300377824,18.809833683908273,140.97732207298415,-43.30798693498221
EW,2023Q2,7291.0,124045.0,427.0,10851.0,142614.0,,,1452768.0,1452768.0,112834.0,52584.0,1452768.0,302000.0,3,11278.0,0.0790805951729844,25312000.0,0.0056342446270543,0.0863309352517984,-0.23759186153857,0.0364640518303906,0.1958515286546908,0.0153965571163074,0.0709343781354909,0.0353398677385864,False,2023Q2,1.0921700886302932,False,1.6985772492832134,-1.4743260479893312,7.041084544132971,93.42174871057675,51.60141167962659,70.41084544132971,215.43400583153306,74.4566837585489
EW,2023Q3,8611.0,153221.0,215.0,4934.0,166981.0,,,1455904.0,1455904.0,111893.0,52675.0,1455904.0,302000.0,3,5149.0,0.0308358435989723,25312000.0,0.0065969105562579,0.0863309352517984,-0.1702123754758172,0.0355018691755013,0.0979183543920493,0.0055955962130014,0.080735339038797,0.0295464107249433,False,2023Q3,0.8867970681812285,False,1.9539217150485297,-1.095317255975733,5.692400587736729,107.46569432766915,38.336103959150655,56.92400587736729,202.72580416418708,-12.708201667345975
EW,2023Q4,7866.0,133744.0,118.0,2622.0,144350.0,,,1454731.0,1454731.0,111158.0,53126.0,1454731.0,302000.0,3,2740.0,0.0189816418427433,25312000.0,0.0057028286978508,0.0863309352517984,-0.1917579493709164,0.0344872674974649,0.0956474967825259,-0.003250675677477,0.0895816109292755,0.021466074671043,False,2023Q4,-0.7578705203612126,False,2.184393664908773,-1.2165108478594113,-5.108126109596507,120.14165156998253,42.577879675079394,-51.08126109596508,111.63827014909683,-91.08753401509026
EW,2024Q1,,,311.0,,311.0,,,1454158.0,1454158.0,111877.0,55577.0,1454158.0,306000.0,3,,,25312000.0,1.2286662452591655e-05,0.0132450331125828,-0.9979395649898304,0.0466033021723393,0.2783742917017296,0.0006967604343783,0.0125482726782044,0.0332630360966216,False,2024Q1,,False,0.1774438570380486,-5.751272659410282,,9.759412137092674,201.29454307935987,,,
EW,2024Q2,,,677.0,,677.0,,,1458700.0,1458700.0,113478.0,55817.0,1458700.0,306000.0,3,,,25312000.0,2.674620733249052e-05,0.0132450331125828,-0.995252920470641,0.0502364651779985,0.3624224860576632,0.004959600807489,0.0082854323050938,0.0383774698751884,False,2024Q2,,False,0.06638406316135093,-5.736160316569918,,3.6511234738743017,200.76561107994712,,,
EW,2024Q3,,,420.0,,420.0,,,1468711.0,1468711.0,113366.0,56030.0,1468711.0,306000.0,3,,,25312000.0,1.6592920353982302e-05,0.0132450331125828,-0.9974847437732436,0.0473801181940631,0.4034719314373329,0.0092956425144896,0.0039493905980931,0.0391415525384329,False,2024Q3,,False,-0.04658284530134319,-5.748714295582453,,-2.562056491573876,201.20500034538586,,,
