geo,period,tx_existing_wales,tx_existing_england,tx_newbuild_wales,tx_newbuild_england,tx_total,mb_bs_gbp_m,mb_banks_gbp_m,mb_bs_plus_banks_gbp_m,mb_bs_plus_banks_spliced_gbp_m,mb_specialist_gbp_m,mb_other_gbp_m,mb_total_gbp_m,avg_house_price_gbp,months_with_tx,tx_newbuild_total,newbuild_share_of_transactions,all_dwellings_n,turnover_pct_q,gP_yoy,gTO_yoy,volP_8q,volTO_8q,gMB_yoy,W,volW_8q,calm,p,dNB_yoy,is_baseline,zW,zTO,zNB,fair_wedge_contrib,fair_turn_contrib,fair_nb_contrib,FAIR,dFAIR
EW,2006Q2,12986.0,275877.0,1558.0,37187.0,327608.0,180494.0,558004.0,,738498.0,249294.0,2285.0,738498.0,166470.0,3,38745.0,0.1182663427022539,22073000.0,0.0148420241924523,0.0648968495122341,0.2341267036565595,0.0489120353459025,0.2529876424633538,0.1037276952841323,-0.0388308457718982,0.035280329690952,False,2006Q2,-0.07902471081640194,True,-1.1611364802948836,1.1790851608537405,-0.6501478892928616,-63.8625064162186,-41.26798062988091,-6.501478892928617,-111.63196593902813,26.85710491007964
EW,2006Q3,14849.0,314927.0,1216.0,29987.0,360979.0,186437.0,570508.0,,756945.0,263189.0,2430.0,756945.0,166470.0,3,31203.0,0.0864399314087523,22073000.0,0.0163538712454129,0.0648968495122341,0.1879206992732183,0.0372203608937748,0.2636508575569825,0.1082655776061567,-0.0433687280939225,0.0292770942877687,False,2006Q3,-0.12955836153225375,True,-1.2793619429464387,0.9191769465228209,-0.9820022089575225,-70.36490686205413,-32.17119312829873,-9.820022089575225,-112.35612207992807,-0.724156140899936
EW,2006Q4,15458.0,306420.0,1534.0,36492.0,359904.0,189686.0,579324.0,,769010.0,280825.0,2454.0,769010.0,166470.0,3,38026.0,0.1056559526984973,22073000.0,0.0163051692112535,0.0648968495122341,0.2061725222486596,0.0066610470166075,0.2496850338107977,0.113954243780056,-0.0490573942678218,0.0108079864795156,False,2006Q4,-0.16229801781440523,True,-1.4275687809720403,1.0218432294256832,-1.1970034251304926,-78.51628295346222,-35.76451302989891,-11.970034251304927,-126.25083023466605,-13.894708154737984
EW,2007Q1,11797.0,249374.0,810.0,23160.0,285141.0,194442.0,579638.0,,774080.0,297116.0,2565.0,774080.0,181364.0,3,23970.0,0.0840636737614022,22288000.0,0.012793476310122,0.0894695740974349,0.0875893617255811,0.0117613411236282,0.1966435304492373,0.115413692838215,-0.02594411874078,0.0098787573214698,False,2007Q1,-0.2228801664542116,True,-0.8253985397308765,0.3548143895032672,-1.594846197934156,-45.39691968519821,-12.418503632614351,-15.94846197934156,-73.76388529715413,52.48694493751192
EW,2007Q2,14425.0,287454.0,975.0,30102.0,332956.0,198163.0,580312.0,,778475.0,321025.0,2601.0,778475.0,181364.0,3,31077.0,0.0933366570958324,22288000.0,0.0149388011486001,0.0894695740974349,0.0065204688318063,0.0136898941834445,0.1475380232232553,0.1132269418296922,-0.0237573677322573,0.0099208893893224,True,2007Q2,-0.2107927330532594,True,-0.7684271087108179,-0.10119714992778997,-1.5154680621584518,-42.26349097909499,3.5419002474726486,-15.154680621584518,-53.87627135320686,19.887613943947272
EW,2007Q3,14930.0,310401.0,567.0,20176.0,346074.0,200050.0,590029.0,,790079.0,343705.0,2820.0,790079.0,181364.0,3,20743.0,0.0599380479319451,22288000.0,0.0155273689877961,0.0894695740974349,-0.0505386305917399,0.0138427497463523,0.1295820958650821,0.1110255442388239,-0.0215559701413889,0.0103276808891485,True,2007Q3,-0.3065930646275803,True,-0.711074090234055,-0.42215389224786515,-2.1445885275886782,-39.109074962873024,14.77538622867528,-21.445885275886784,-45.77957401008453,8.09669734312233
EW,2007Q4,12775.0,253482.0,887.0,24033.0,291177.0,202665.0,596286.0,,798951.0,354553.0,2973.0,798951.0,181364.0,3,24920.0,0.0855836827771424,22288000.0,0.0130642946877243,0.0894695740974349,-0.1987636240715866,0.0122863622926003,0.1734472328365645,0.1036978111380362,-0.0142282370406012,0.0112940148998273,False,2007Q4,-0.1899776530209677,True,-0.5201646363191541,-1.2559176830951144,-1.3787754993803818,-28.60905499755348,43.957118908329,-13.78775499380382,1.560308916971703,47.33988292705624
EW,2008Q1,7611.0,157306.0,530.0,14941.0,180388.0,206855.0,610509.0,,817364.0,341343.0,3566.0,817364.0,168974.0,3,15471.0,0.0857651285007871,22511000.0,0.008013326818,-0.0683156524999448,-0.3736396094578312,0.0500105064788049,0.2002448405637102,0.0848837078553419,-0.1531993603552868,0.0419267635791707,False,2008Q1,0.020240071165746887,False,-4.140779756579881,-2.239592980227833,0.0017236106819769393,-227.74288661189348,78.38575430797415,0.017236106819769392,-149.33989619709956,-150.90020511407127
EW,2008Q2,8327.0,156776.0,1093.0,23690.0,189886.0,207116.0,612710.0,,819826.0,350983.0,3813.0,819826.0,168974.0,3,24783.0,0.1305151511959807,22511000.0,0.0084352538758829,-0.0683156524999448,-0.4353459965110147,0.0655484380745443,0.2280638481596953,0.0725901435846307,-0.1409057960845756,0.0520415356989739,False,2008Q2,0.3983268231041923,False,-3.820495487310177,-2.5866906591084535,2.4846180792463834,-210.12725180205973,90.53417306879587,24.846180792463834,-94.74689794080004,54.59299825629952
EW,2008Q3,6099.0,122432.0,672.0,15795.0,144998.0,207246.0,590141.0,,797387.0,382236.0,4038.0,797387.0,168974.0,3,16467.0,0.1135670836839128,22511000.0,0.0064412065212562,-0.0683156524999448,-0.5851707699920872,0.0744150228490349,0.2594043329180377,0.0519570962207571,-0.120272748720702,0.0552686390692541,False,2008Q3,0.8947411135721206,False,-3.2829426383378304,-3.4294531930625793,5.744569107945238,-180.56184510858068,120.03086175719027,57.445691079452374,-3.0852922719380445,91.661605668862
