geo,start_period,end_period,n_quarters,mean_abs_gP,mean_abs_gTO,mean_abs_W,mean_W
EW,2018Q1,2020Q1,9,0.015360922113128265,0.04396653603464362,0.015387682727571529,-0.014951981524915428
