geo,period,tx_existing_wales,tx_existing_england,tx_newbuild_wales,tx_newbuild_england,tx_total,mb_bs_gbp_m,mb_banks_gbp_m,mb_bs_plus_banks_gbp_m,mb_bs_plus_banks_spliced_gbp_m,mb_specialist_gbp_m,mb_other_gbp_m,mb_total_gbp_m,avg_house_price_gbp,months_with_tx,tx_newbuild_total,newbuild_share_of_transactions,all_dwellings_n,turnover_pct_q,gP_yoy,gTO_yoy,volP_8q,volTO_8q,gMB_yoy,W,volW_8q,calm
EW,2019Q4,11645.0,190706.0,1232.0,31157.0,234740.0,,,1.29135,1.29135,0.108632,0.054057,1.29135,215333.0,3,32389.0,0.1379781886342336,24414000.0,0.009614975014336,0.005463128551617125,-0.03967053126459208,0.007338219228609386,0.012401167784593785,0.03084374233643894,-0.025380613784821815,0.008273705024934606,True
EW,2020Q1,9085.0,151684.0,594.0,19113.0,180476.0,,,1.300061,1.300061,0.109772,0.055621,1.300061,223050.0,3,19707.0,0.1091945743478357,24657000.0,0.0073194630328101,0.03583751677634184,-0.042278785744768066,0.010469050272019767,0.012084987107627176,0.03387686136438939,0.00196065541195245,0.010391132377566531,True
EW,2020Q2,4697.0,91098.0,273.0,10037.0,106105.0,,,1.30127,1.30127,0.110267,0.056435,1.30127,223050.0,3,10310.0,0.0971678997219735,24657000.0,0.0043032404590988,0.03583751677634184,-0.49303772773429566,0.012555945400817049,0.1498624131183886,0.03195368845669955,0.0038838283196422907,0.012024886500898155,False
EW,2020Q3,7379.0,156351.0,396.0,17513.0,181639.0,,,1.312402,1.312402,0.111007,0.057444,1.312402,223050.0,3,17909.0,0.0985966670153436,24657000.0,0.0073666301658758,0.03583751677634184,-0.23222207051692367,0.014071308232634142,0.15474152526890486,0.029362514207124546,0.006475002569217292,0.013663213361121963,True
EW,2020Q4,12835.0,220683.0,530.0,19676.0,253724.0,,,1.330358,1.330358,0.111837,0.058951,1.330358,223050.0,3,20206.0,0.0796377165739149,24657000.0,0.0102901407308269,0.03583751677634184,0.07022022579197795,0.015187194112362327,0.16440739563010953,0.03142831440324256,0.004409202373099275,0.014725278167127659,True
EW,2021Q1,11680.0,248990.0,332.0,14160.0,275162.0,,,1.349227,1.349227,0.113622,0.056606,1.349227,240629.0,3,14492.0,0.0526671560753301,24873000.0,0.011062678406304,0.07881192557722483,0.511405735190495,0.023250866530481355,0.2642544570246595,0.0340030929528119,0.04480883262441293,0.022464939073070084,False
EW,2021Q2,13496.0,267922.0,486.0,14410.0,296314.0,,,1.371858,1.371858,0.115589,0.057199,1.371858,240629.0,3,14896.0,0.0502709963079706,24873000.0,0.0119130784384674,0.07881192557722483,1.768397107179616,0.02612332837801205,0.6529629190107422,0.04430342907008522,0.03450849650713961,0.02332223112168901,False
EW,2021Q3,11306.0,212325.0,313.0,11271.0,235215.0,,,1.383688,1.383688,0.113036,0.058305,1.383688,240629.0,3,11584.0,0.0492485598282422,24873000.0,0.0094566397298275,0.07881192557722483,0.2837131112721232,0.025614982693496935,0.6478365498473108,0.04930504536859126,0.029506880208633568,0.02103414945993238,False
EW,2021Q4,12015.0,159620.0,391.0,11046.0,183072.0,,,1.392986,1.392986,0.113885,0.058897,1.392986,240629.0,3,11437.0,0.062472688341199,24873000.0,0.0073602701724761,0.07881192557722483,-0.28472599500739393,0.021487204400441474,0.6653407294739441,0.04509202700315318,0.03371989857407165,0.016262196965318037,False
EW,2022Q1,9785.0,173323.0,185.0,7675.0,190968.0,,,1.406918,1.406918,0.115836,0.059886,1.406918,278000.0,3,7860.0,0.0411587281638808,25160000.0,0.0075901430842607,0.15530547024672847,-0.3138964357912183,0.037161897271653976,0.6834047710277288,0.042645704447265675,0.1126597657994628,0.033287432329206855,False
EW,2022Q2,9444.0,169462.0,189.0,6839.0,185934.0,,,1.421751,1.421751,0.11664,0.060768,1.421751,278000.0,3,7028.0,0.0377983585573375,25160000.0,0.0073900635930047,0.15530547024672847,-0.37966801518387217,0.043061523052912304,0.6706962074373691,0.04008074979212717,0.1152247204546013,0.04040691426570553,False
EW,2022Q3,10290.0,186466.0,57.0,3212.0,200025.0,,,1.439455,1.439455,0.118105,0.06165,1.439455,278000.0,3,3269.0,0.0163429571303587,25160000.0,0.0079501192368839,0.15530547024672847,-0.1593082253299588,0.043377003462306565,0.6655365796606028,0.0398867193065755,0.11541875094015297,0.04253279356310251,False
EW,2022Q4,10223.0,153385.0,581.0,13336.0,177525.0,,,1.450864,1.450864,0.117559,0.060114,1.450864,278000.0,3,13917.0,0.0783945923109421,25160000.0,0.0070558426073131,0.15530547024672847,-0.04136092263316826,0.03824677233475181,0.6689983415520846,0.04077451863652648,0.11453095161020199,0.03961909093896545,False
EW,2023Q1,7646.0,135177.0,297.0,7819.0,150939.0,,,1.45376,1.45376,0.113352,0.052245,1.45376,302000.0,3,8116.0,0.0537700660531738,25312000.0,0.0059631400126422,0.08633093525179847,-0.21435736501362335,0.03737786379993813,0.666169739185172,0.028154737548973463,0.058176197702825005,0.038576729801048384,False
EW,2023Q2,7291.0,124045.0,427.0,10851.0,142614.0,,,1.452768,1.452768,0.112834,0.052584,1.452768,302000.0,3,11278.0,0.0790805951729844,25312000.0,0.0056342446270543,0.08633093525179847,-0.23759186153857004,0.036464051830390656,0.19585152865469088,0.015396557116307497,0.07093437813549097,0.03533986773858641,False
EW,2023Q3,8611.0,153221.0,215.0,4934.0,166981.0,,,1.455904,1.455904,0.111893,0.052675,1.455904,302000.0,3,5149.0,0.0308358435989723,25312000.0,0.0065969105562579,0.08633093525179847,-0.17021237547581725,0.0355018691755013,0.09791835439204934,0.00559559621300143,0.08073533903879704,0.029546410724943344,False
EW,2023Q4,7866.0,133744.0,118.0,2622.0,144350.0,,,1.454731,1.454731,0.111158,0.053126,1.454731,302000.0,3,2740.0,0.0189816418427433,25312000.0,0.0057028286978508,0.08633093525179847,-0.1917579493709164,0.03448726749746499,0.09564749678252599,-0.003250675677477055,0.08958161092927552,0.021466074671043084,False
EW,2024Q1,7179.0,131454.0,311.0,11686.0,150630.0,,,1.454158,1.454158,0.111877,0.055577,1.454158,306000.0,3,11997.0,0.079645488946425,25312000.0,0.005950932364096,0.013245033112582849,-0.0020471846242616776,0.046603302172339316,0.10935955231463955,0.0006967604343783851,0.012548272678204464,0.0332630360966216,False
EW,2024Q2,8259.0,148661.0,677.0,17252.0,174849.0,,,1.4587,1.4587,0.113478,0.055817,1.4587,306000.0,3,17929.0,0.1025399058616291,25312000.0,0.0069077512642225,0.013245033112582849,0.2260297025537592,0.050236465177998554,0.14499720847845643,0.0049596008074890285,0.00828543230509382,0.038377469875188426,False
EW,2024Q3,10168.0,184202.0,420.0,14115.0,208905.0,,,1.468711,1.468711,0.113366,0.05603,1.468711,306000.0,3,14535.0,0.0695770804911323,25312000.0,0.0082532000632111,0.013245033112582849,0.25107048107269336,0.0473801181940631,0.1823154716794564,0.009295642514489666,0.003949390598093183,0.03914155253843294,False
EW,2024Q4,10690.0,190755.0,662.0,18888.0,220995.0,,,1.473893,1.473893,0.115093,0.055856,1.473893,306000.0,3,19550.0,0.0884635398990927,25312000.0,0.0087308391276864,0.013245033112582849,0.5309664011084103,0.036542951069607796,0.26447704661892274,0.014612479800903966,-0.0013674466883211167,0.03566217651097237,False
EW,2025Q1,8935.0,209114.0,307.0,14345.0,232701.0,,,1.490847,1.490847,0.114026,0.056963,1.490847,270000.0,3,14652.0,0.0629649206492451,25312000.0,0.0091933075221238,-0.11764705882352944,0.5448516231826384,0.06342448933385597,0.29622379798521936,0.023363675938753214,-0.14101073476228265,0.06873044281634935,False
EW,2025Q2,8141.0,110814.0,289.0,6630.0,125874.0,,,1.504233,1.504233,0.111948,0.057076,1.504233,270000.0,3,6919.0,0.0549676660787771,25312000.0,0.0049728982300884,-0.11764705882352944,-0.2800988281317157,0.07355083264009654,0.30287729090242455,0.02691455323244818,-0.14456161205597762,0.08254877702299912,False
EW,2025Q3,8578.0,152498.0,6.0,941.0,162023.0,,,1.519277,1.519277,0.112239,0.057199,1.519277,270000.0,3,947.0,0.0058448491880782,25312000.0,0.0064010350821744,-0.11764705882352944,-0.224417797563491,0.07413882031195933,0.3096805896048217,0.029843733558253094,-0.14749079238178253,0.08514604372195989,False
EW,2025Q4,,,,,,,,1.521701,1.521701,0.112285,0.05724,1.521701,270000.0,1,,,25312000.0,,-0.11764705882352944,,0.06544604596805614,,0.028853945380083568,-0.146501004203613,0.07548103793952711,False
