date,tx_existing_england,tx_existing_wales,tx_newbuild_england,tx_newbuild_wales,cash_transactions_wales,cash_transactions_england,mb_bs_gbp_m,mb_banks_gbp_m,mb_bs_plus_banks_gbp_m,mb_specialist_gbp_m,mb_other_gbp_m,mb_total_reported_gbp_m,mb_bs_plus_banks_spliced_gbp_m,mb_total_gbp_m,mb_regime_is_combined,banks_share_of_mb,avg_house_price_gbp,turnover_pct_raw,tx_total,geo
2014-07-01,77211.0,3874.0,5949.0,277.0,1599.0,27651.0,,,1.065309,0.168234,0.016811,1.250354,1.065309,1.065309,1,,185620.0,,87311.0,EW
2014-08-01,79999.0,3787.0,6321.0,297.0,1490.0,27982.0,,,1.067544,0.168031,0.016828,1.252403,1.067544,1.067544,1,,185620.0,,90404.0,EW
2014-09-01,70561.0,3329.0,6986.0,325.0,1371.0,25757.0,,,1.069752,0.16691,0.016845,1.253507,1.069752,1.069752,1,,185620.0,,81201.0,EW
2014-10-01,77930.0,3748.0,6997.0,381.0,1589.0,28678.0,,,1.072348,0.111125,0.06998,1.253453,1.072348,1.072348,1,,185620.0,,89056.0,EW
2014-11-01,65470.0,3286.0,6534.0,327.0,1393.0,24319.0,,,1.074299,0.111211,0.069529,1.255039,1.074299,1.074299,1,,185620.0,,75617.0,EW
2014-12-01,66430.0,3333.0,10311.0,503.0,1377.0,25384.0,,,1.075866,0.111019,0.069062,1.255946,1.075866,1.075866,1,,185620.0,,80577.0,EW
2015-01-01,52283.0,2527.0,4079.0,203.0,1000.0,19096.0,,,1.075279,0.113668,0.068883,1.25783,1.075279,1.075279,1,,193900.0,,59092.0,EW
2015-02-01,52833.0,2530.0,4836.0,220.0,1061.0,19403.0,,,1.077247,0.113207,0.06867,1.259124,1.077247,1.077247,1,,193900.0,,60419.0,EW
2015-03-01,57452.0,2928.0,7829.0,346.0,1255.0,22251.0,,,1.078303,0.113999,0.068438,1.26074,1.078303,1.078303,1,,193900.0,,68555.0,EW
2015-04-01,55750.0,2810.0,6641.0,340.0,1145.0,20646.0,,,1.079694,0.114585,0.068372,1.262651,1.079694,1.079694,1,,193900.0,,65541.0,EW
2015-05-01,64072.0,3284.0,8160.0,296.0,1277.0,23040.0,,,1.081527,0.114211,0.06833,1.264068,1.081527,1.081527,1,,193900.0,,75812.0,EW
2015-06-01,68704.0,3381.0,13153.0,671.0,1400.0,25994.0,,,1.085316,0.11424,0.068172,1.267727,1.085316,1.085316,1,,193900.0,,85909.0,EW
2015-07-01,82524.0,4169.0,7259.0,300.0,1630.0,28407.0,,,1.089912,0.112075,0.067932,1.269919,1.089912,1.089912,1,,193900.0,,94252.0,EW
2015-08-01,74955.0,3624.0,7002.0,294.0,1433.0,26001.0,,,1.093757,0.112102,0.067772,1.273631,1.093757,1.093757,1,,193900.0,,85875.0,EW
2015-09-01,72162.0,3417.0,8030.0,384.0,1404.0,25700.0,,,1.097344,0.112413,0.067585,1.277342,1.097344,1.097344,1,,193900.0,,83993.0,EW
2015-10-01,80544.0,4188.0,7588.0,312.0,1665.0,27558.0,,,1.101563,0.11265,0.0673,1.281513,1.101563,1.101563,1,,193900.0,,92632.0,EW
2015-11-01,72294.0,3788.0,6567.0,276.0,1488.0,25306.0,,,1.105573,0.112664,0.066992,1.285229,1.105573,1.105573,1,,193900.0,,82925.0,EW
2015-12-01,70857.0,3701.0,9509.0,428.0,1444.0,24819.0,,,1.111512,0.112859,0.063989,1.28836,1.111512,1.111512,1,,193900.0,,84495.0,EW
2016-01-01,55796.0,2665.0,4196.0,123.0,1076.0,18950.0,,,1.114232,0.113507,0.063773,1.291512,1.114232,1.114232,1,,203771.0,,62780.0,EW
2016-02-01,60285.0,3035.0,4839.0,180.0,1184.0,20743.0,,,1.115891,0.11399,0.063595,1.293476,1.115891,1.115891,1,,203771.0,,68339.0,EW
2016-03-01,110345.0,5427.0,8957.0,317.0,2489.0,44369.0,,,1.122964,0.115003,0.063294,1.301261,1.122964,1.122964,1,,203771.0,,125046.0,EW
2016-04-01,45431.0,2515.0,7159.0,307.0,873.0,14244.0,,,1.129612,0.107968,0.063338,1.300919,1.129612,1.129612,1,,203771.0,,55412.0,EW
2016-05-01,52927.0,2779.0,7252.0,346.0,978.0,17172.0,,,1.131429,0.116083,0.05522,1.302733,1.131429,1.131429,1,,203771.0,,63304.0,EW
2016-06-01,61947.0,3316.0,12312.0,496.0,1249.0,21717.0,,,1.136372,0.115227,0.055234,1.306834,1.136372,1.136372,1,,203771.0,,78071.0,EW
2016-07-01,70827.0,3796.0,7092.0,261.0,1425.0,22954.0,,,1.13967,0.114794,0.055208,1.309672,1.13967,1.13967,1,,203771.0,,81976.0,EW
2016-08-01,72401.0,3823.0,7254.0,299.0,1464.0,24209.0,,,1.143736,0.114427,0.055157,1.31332,1.143736,1.143736,1,,203771.0,,83777.0,EW
2016-09-01,67570.0,3711.0,8544.0,343.0,1393.0,23122.0,,,1.148614,0.114171,0.055123,1.317908,1.148614,1.148614,1,,203771.0,,80168.0,EW
2016-10-01,62666.0,3673.0,8159.0,284.0,1445.0,22138.0,,,1.152037,0.113792,0.055054,1.320884,1.152037,1.152037,1,,203771.0,,74782.0,EW
2016-11-01,65604.0,3750.0,8493.0,334.0,1476.0,23713.0,,,1.154457,0.113236,0.054989,1.322683,1.154457,1.154457,1,,203771.0,,78181.0,EW
2016-12-01,66620.0,3962.0,12985.0,619.0,1578.0,23932.0,,,1.157035,0.113035,0.054015,1.324085,1.157035,1.157035,1,,203771.0,,84186.0,EW
2017-01-01,52224.0,2894.0,5274.0,162.0,1116.0,18872.0,,,1.159281,0.112913,0.054317,1.326511,1.159281,1.159281,1,,209935.0,,60554.0,EW
2017-02-01,54761.0,3001.0,5901.0,224.0,1170.0,18891.0,,,1.161642,0.112634,0.054989,1.329264,1.161642,1.161642,1,,209935.0,,63887.0,EW
2017-03-01,64737.0,3555.0,9649.0,354.0,1440.0,23503.0,,,1.166022,0.112358,0.055724,1.334104,1.166022,1.166022,1,,209935.0,,78295.0,EW
2017-04-01,54966.0,3234.0,7352.0,256.0,1241.0,20263.0,,,1.167442,0.112203,0.055948,1.335593,1.167442,1.167442,1,,209935.0,,65808.0,EW
2017-05-01,60657.0,3593.0,8519.0,340.0,1797.0,27060.0,,,1.171402,0.111756,0.056181,1.33934,1.171402,1.171402,1,,209935.0,,73109.0,EW
2017-06-01,70379.0,4124.0,13948.0,567.0,1673.0,27326.0,,,1.178095,0.111605,0.056388,1.346088,1.178095,1.178095,1,,209935.0,,89018.0,EW
2017-07-01,69826.0,3915.0,7167.0,228.0,1420.0,23190.0,,,1.181118,0.111237,0.056594,1.348949,1.181118,1.181118,1,,209935.0,,81136.0,EW
2017-08-01,75501.0,4293.0,7169.0,279.0,1621.0,24757.0,,,1.186238,0.111138,0.056766,1.354142,1.186238,1.186238,1,,209935.0,,87242.0,EW
2017-09-01,69098.0,4086.0,8984.0,338.0,1560.0,23320.0,,,1.196393,0.105335,0.056959,1.358687,1.196393,1.196393,1,,209935.0,,82506.0,EW
2017-10-01,68638.0,4166.0,8409.0,305.0,1653.0,23581.0,,,1.199122,0.105174,0.057447,1.361743,1.199122,1.199122,1,,209935.0,,81518.0,EW
2017-11-01,67876.0,4097.0,8912.0,377.0,1563.0,23606.0,,,1.203444,0.105458,0.057942,1.366844,1.203444,1.203444,1,,209935.0,,81262.0,EW
2017-12-01,63647.0,4049.0,12875.0,610.0,1504.0,21469.0,,,1.206281,0.104211,0.058455,1.368947,1.206281,1.206281,1,,209935.0,,81181.0,EW
2018-01-01,51487.0,3005.0,5651.0,165.0,1160.0,17609.0,,,1.208097,0.104354,0.058709,1.371159,1.208097,1.208097,1,,214163.0,,60308.0,EW
2018-02-01,51801.0,3036.0,6693.0,240.0,1149.0,17393.0,,,1.209122,0.104524,0.058974,1.37262,1.209122,1.209122,1,,214163.0,,61770.0,EW
2018-03-01,58449.0,3459.0,9735.0,341.0,1287.0,19499.0,,,1.214067,0.103915,0.059211,1.377193,1.214067,1.214067,1,,214163.0,,71984.0,EW
2018-04-01,51472.0,3147.0,7467.0,220.0,1215.0,17319.0,,,1.215245,0.10428,0.054309,1.373834,1.215245,1.215245,1,,214163.0,,62306.0,EW
2018-05-01,59274.0,3539.0,8316.0,260.0,1264.0,19154.0,,,1.218148,0.104576,0.054372,1.377095,1.218148,1.218148,1,,214163.0,,71389.0,EW
2018-06-01,63856.0,3769.0,15200.0,575.0,1390.0,21543.0,,,1.223203,0.104742,0.054451,1.382396,1.223203,1.223203,1,,214163.0,,83400.0,EW
2018-07-01,66411.0,3963.0,7499.0,264.0,1445.0,21205.0,,,1.226177,0.104612,0.054803,1.385592,1.226177,1.226177,1,,214163.0,,78137.0,EW
2018-08-01,76414.0,4521.0,8052.0,290.0,1658.0,24068.0,,,1.230445,0.104904,0.055154,1.390504,1.230445,1.230445,1,,214163.0,,89277.0,EW
2018-09-01,60042.0,3655.0,8797.0,304.0,1341.0,20188.0,,,1.234583,0.104856,0.054687,1.394126,1.234583,1.234583,1,,214163.0,,72798.0,EW
2018-10-01,67833.0,4086.0,9031.0,301.0,1546.0,22640.0,,,1.24147,0.105292,0.054786,1.401548,1.24147,1.24147,1,,214163.0,,81251.0,EW
2018-11-01,71958.0,4711.0,9652.0,346.0,1701.0,23361.0,,,1.245228,0.105956,0.054889,1.406074,1.245228,1.245228,1,,214163.0,,86667.0,EW
2018-12-01,56696.0,3639.0,13145.0,616.0,1334.0,18738.0,,,1.247764,0.10597,0.055026,1.40876,1.247764,1.247764,1,,214163.0,,74096.0,EW
2019-01-01,48967.0,2942.0,5167.0,128.0,1047.0,15897.0,,,1.249971,0.106554,0.055392,1.411918,1.249971,1.249971,1,,215333.0,,57204.0,EW
2019-02-01,51192.0,3012.0,6138.0,195.0,1034.0,16354.0,,,1.251781,0.106873,0.055751,1.414405,1.251781,1.251781,1,,215333.0,,60537.0,EW
2019-03-01,55340.0,3341.0,9866.0,298.0,1195.0,17969.0,,,1.255109,0.107066,0.052007,1.414182,1.255109,1.255109,1,,215333.0,,68845.0,EW
2019-04-01,52375.0,3199.0,7732.0,263.0,1139.0,16445.0,,,1.257305,0.107404,0.052144,1.416854,1.257305,1.257305,1,,215333.0,,63569.0,EW
2019-05-01,58106.0,3570.0,8706.0,284.0,1183.0,18124.0,,,1.259901,0.107966,0.052287,1.420154,1.259901,1.259901,1,,215333.0,,70666.0,EW
2019-06-01,54735.0,3498.0,14266.0,499.0,1187.0,17590.0,,,1.264312,0.108167,0.052431,1.42491,1.264312,1.264312,1,,215333.0,,72998.0,EW
2019-07-01,65983.0,4063.0,7630.0,243.0,1378.0,20206.0,,,1.268271,0.108534,0.052642,1.429448,1.268271,1.268271,1,,215333.0,,77919.0,EW
2019-08-01,70546.0,4244.0,8292.0,302.0,1415.0,20742.0,,,1.273769,0.1073,0.052855,1.433923,1.273769,1.273769,1,,215333.0,,83384.0,EW
2019-09-01,60024.0,3595.0,8996.0,328.0,1226.0,18800.0,,,1.277423,0.107666,0.053079,1.438168,1.277423,1.277423,1,,215333.0,,72943.0,EW
2019-10-01,66056.0,3982.0,8564.0,312.0,1355.0,20646.0,,,1.282355,0.108211,0.053406,1.443972,1.282355,1.282355,1,,215333.0,,78914.0,EW
2019-11-01,67142.0,4098.0,9560.0,396.0,1356.0,20466.0,,,1.285945,0.10874,0.053736,1.448421,1.285945,1.285945,1,,215333.0,,81196.0,EW
2019-12-01,57508.0,3565.0,13033.0,524.0,1160.0,18388.0,,,1.29135,0.108632,0.054057,1.454038,1.29135,1.29135,1,,215333.0,,74630.0,EW
2020-01-01,51367.0,3039.0,5236.0,132.0,1011.0,15566.0,,,1.294432,0.108758,0.054588,1.457778,1.294432,1.294432,1,,223050.0,,59774.0,EW
2020-02-01,50581.0,2985.0,5987.0,183.0,960.0,15325.0,,,1.296457,0.109367,0.055102,1.460927,1.296457,1.296457,1,,223050.0,,59736.0,EW
2020-03-01,49736.0,3061.0,7890.0,279.0,1028.0,15525.0,,,1.300061,0.109772,0.055621,1.465455,1.300061,1.300061,1,,223050.0,,60966.0,EW
2020-04-01,20993.0,1311.0,2680.0,70.0,397.0,6037.0,,,1.299219,0.11016,0.055894,1.465273,1.299219,1.299219,1,,223050.0,,25054.0,EW
2020-05-01,28330.0,1514.0,2468.0,62.0,471.0,8467.0,,,1.298504,0.110184,0.056168,1.464857,1.298504,1.298504,1,,223050.0,,32374.0,EW
2020-06-01,41775.0,1872.0,4889.0,141.0,596.0,12806.0,,,1.30127,0.110267,0.056435,1.467972,1.30127,1.30127,1,,223050.0,,48677.0,EW
2020-07-01,49100.0,2262.0,5424.0,129.0,825.0,15118.0,,,1.30429,0.110715,0.056774,1.471779,1.30429,1.30429,1,,223050.0,,56915.0,EW
2020-08-01,50719.0,2389.0,5757.0,136.0,858.0,15156.0,,,1.307432,0.110666,0.057113,1.475211,1.307432,1.307432,1,,223050.0,,59001.0,EW
2020-09-01,56532.0,2728.0,6332.0,131.0,877.0,17116.0,,,1.312402,0.111007,0.057444,1.480853,1.312402,1.312402,1,,223050.0,,65723.0,EW
2020-10-01,71485.0,4061.0,6422.0,139.0,1389.0,21585.0,,,1.31832,0.111299,0.057943,1.487561,1.31832,1.31832,1,,223050.0,,82107.0,EW
2020-11-01,70882.0,4083.0,5865.0,153.0,1390.0,21598.0,,,1.324256,0.111623,0.058446,1.494325,1.324256,1.324256,1,,223050.0,,80983.0,EW
2020-12-01,78316.0,4691.0,7389.0,238.0,1676.0,23812.0,,,1.330358,0.111837,0.058951,1.501146,1.330358,1.330358,1,,223050.0,,90634.0,EW
2021-01-01,61447.0,3113.0,3410.0,60.0,1029.0,18288.0,,,1.334157,0.11227,0.059582,1.506009,1.334157,1.334157,1,,240629.0,,68030.0,EW
2021-02-01,78209.0,3706.0,4211.0,93.0,1172.0,23073.0,,,1.338972,0.112856,0.055944,1.507771,1.338972,1.338972,1,,240629.0,,86219.0,EW
2021-03-01,109334.0,4861.0,6539.0,179.0,1665.0,34324.0,,,1.349227,0.113622,0.056606,1.519455,1.349227,1.349227,1,,240629.0,,120913.0,EW
2021-04-01,70204.0,3836.0,3569.0,131.0,1310.0,21247.0,,,1.351251,0.113992,0.056893,1.522136,1.351251,1.351251,1,,240629.0,,77740.0,EW
2021-05-01,59988.0,3508.0,3482.0,136.0,1227.0,18915.0,,,1.354513,0.114613,0.057046,1.526171,1.354513,1.354513,1,,240629.0,,67114.0,EW
2021-06-01,137730.0,6152.0,7359.0,219.0,2068.0,42473.0,,,1.371858,0.115589,0.057199,1.544646,1.371858,1.371858,1,,240629.0,,151460.0,EW
2021-07-01,44203.0,3436.0,2506.0,70.0,1131.0,12774.0,,,1.370361,0.115782,0.057568,1.543711,1.370361,1.370361,1,,240629.0,,50215.0,EW
2021-08-01,60585.0,3722.0,3613.0,110.0,1297.0,19313.0,,,1.373347,0.116135,0.057937,1.547419,1.373347,1.373347,1,,240629.0,,68030.0,EW
2021-09-01,107537.0,4148.0,5152.0,133.0,1451.0,33335.0,,,1.383688,0.113036,0.058305,1.555028,1.383688,1.383688,1,,240629.0,,116970.0,EW
2021-10-01,44272.0,4039.0,3138.0,116.0,1372.0,12929.0,,,1.385915,0.11336,0.058503,1.557778,1.385915,1.385915,1,,240629.0,,51565.0,EW
2021-11-01,56017.0,4107.0,3433.0,126.0,1312.0,16684.0,,,1.389326,0.11361,0.0587,1.561635,1.389326,1.389326,1,,240629.0,,63683.0,EW
2021-12-01,59331.0,3869.0,4475.0,149.0,1210.0,17372.0,,,1.392986,0.113885,0.058897,1.565768,1.392986,1.392986,1,,240629.0,,67824.0,EW
2022-01-01,51592.0,2917.0,2279.0,52.0,882.0,13839.0,,,1.396734,0.114361,0.059227,1.570322,1.396734,1.396734,1,,278000.0,,56840.0,EW
2022-02-01,57899.0,3297.0,2509.0,75.0,1005.0,14966.0,,,1.399677,0.114362,0.059557,1.573597,1.399677,1.399677,1,,278000.0,,63780.0,EW
2022-03-01,63832.0,3571.0,2887.0,58.0,1037.0,16463.0,,,1.406918,0.115836,0.059886,1.582639,1.406918,1.406918,1,,278000.0,,70348.0,EW
2022-04-01,56496.0,3243.0,2376.0,42.0,956.0,13815.0,,,1.409879,0.116143,0.06018,1.586202,1.409879,1.409879,1,,278000.0,,62157.0,EW
2022-05-01,56884.0,3250.0,1890.0,71.0,898.0,13484.0,,,1.414866,0.116341,0.060474,1.591681,1.414866,1.414866,1,,278000.0,,62095.0,EW
2022-06-01,56082.0,2951.0,2573.0,76.0,807.0,12631.0,,,1.421751,0.11664,0.060768,1.599159,1.421751,1.421751,1,,278000.0,,61682.0,EW
2022-07-01,62332.0,3534.0,1238.0,22.0,916.0,14264.0,,,1.42572,0.11709,0.061062,1.603873,1.42572,1.42572,1,,278000.0,,67126.0,EW
2022-08-01,63508.0,3471.0,1021.0,18.0,855.0,13606.0,,,1.431654,0.115385,0.061356,1.608395,1.431654,1.431654,1,,278000.0,,68018.0,EW
2022-09-01,60626.0,3285.0,953.0,17.0,1282.0,20830.0,,,1.439455,0.118105,0.06165,1.61921,1.439455,1.439455,1,,278000.0,,64881.0,EW
2022-10-01,56625.0,3221.0,593.0,11.0,1434.0,19559.0,,,1.442586,0.118124,0.061944,1.622654,1.442586,1.442586,1,,278000.0,,60450.0,EW
2022-11-01,65860.0,3662.0,5633.0,240.0,1261.0,20318.0,,,1.447085,0.11807,0.059872,1.625026,1.447085,1.447085,1,,278000.0,,75395.0,EW
2022-12-01,30900.0,3340.0,7110.0,330.0,1159.0,18042.0,,,1.450864,0.117559,0.060114,1.628537,1.450864,1.450864,1,,278000.0,,41680.0,EW
2023-01-01,43331.0,2384.0,1786.0,75.0,926.0,15637.0,,,1.451148,0.117451,0.052245,1.620844,1.451148,1.451148,1,,302000.0,,47576.0,EW
2023-02-01,43156.0,2398.0,2332.0,92.0,840.0,14769.0,,,1.450114,0.117073,0.052245,1.619432,1.450114,1.450114,1,,302000.0,,47978.0,EW
2023-03-01,48690.0,2864.0,3701.0,130.0,1070.0,18162.0,,,1.45376,0.113352,0.052245,1.619357,1.45376,1.45376,1,,302000.0,,55385.0,EW
2023-04-01,36175.0,2096.0,2524.0,94.0,805.0,13528.0,,,1.450837,0.113179,0.052358,1.616374,1.450837,1.450837,1,,302000.0,,40889.0,EW
2023-05-01,39784.0,2330.0,3239.0,123.0,846.0,14612.0,,,1.450711,0.11285,0.052471,1.616032,1.450711,1.450711,1,,302000.0,,45476.0,EW
2023-06-01,48086.0,2865.0,5088.0,210.0,1055.0,17086.0,,,1.452768,0.112834,0.052584,1.618186,1.452768,1.452768,1,,302000.0,,56249.0,EW
2023-07-01,48489.0,2706.0,1701.0,87.0,888.0,15827.0,,,1.452724,0.112518,0.052615,1.617857,1.452724,1.452724,1,,302000.0,,52983.0,EW
2023-08-01,54446.0,2951.0,1658.0,67.0,977.0,17634.0,,,1.455328,0.11221,0.052645,1.620183,1.455328,1.455328,1,,302000.0,,59122.0,EW
2023-09-01,50286.0,2954.0,1575.0,61.0,1025.0,16288.0,,,1.455904,0.111893,0.052675,1.620473,1.455904,1.455904,1,,302000.0,,54876.0,EW
2023-10-01,47503.0,2779.0,1007.0,35.0,978.0,15765.0,,,1.456124,0.111429,0.052826,1.620379,1.456124,1.456124,1,,302000.0,,51324.0,EW
2023-11-01,45673.0,2579.0,811.0,45.0,931.0,15520.0,,,1.456635,0.111361,0.052976,1.620972,1.456635,1.456635,1,,302000.0,,49108.0,EW
2023-12-01,40568.0,2508.0,804.0,38.0,832.0,13057.0,,,1.454731,0.111158,0.053126,1.619015,1.454731,1.454731,1,,302000.0,,43918.0,EW
2024-01-01,38890.0,2010.0,2900.0,72.0,717.0,13741.0,,,1.453805,0.111459,0.055269,1.620533,1.453805,1.453805,1,,306000.0,,43872.0,EW
2024-02-01,43761.0,2440.0,3422.0,101.0,814.0,14578.0,,,1.453903,0.111548,0.055423,1.620874,1.453903,1.453903,1,,306000.0,,49724.0,EW
2024-03-01,48803.0,2729.0,5364.0,138.0,910.0,15969.0,,,1.454158,0.111877,0.055577,1.621612,1.454158,1.454158,1,,306000.0,,57034.0,EW
2024-04-01,44495.0,2468.0,4146.0,149.0,856.0,14530.0,,,1.45461,0.112123,0.055657,1.62239,1.45461,1.45461,1,,306000.0,,51258.0,EW
2024-05-01,54129.0,2962.0,5290.0,183.0,940.0,16983.0,,,1.455123,0.113405,0.055737,1.624264,1.455123,1.455123,1,,306000.0,,62564.0,EW
2024-06-01,50037.0,2829.0,7816.0,345.0,895.0,15666.0,,,1.4587,0.113478,0.055817,1.627995,1.4587,1.4587,1,,306000.0,,61027.0,EW
2024-07-01,60860.0,3418.0,3792.0,110.0,1070.0,17921.0,,,1.461086,0.11372,0.055888,1.630694,1.461086,1.461086,1,,306000.0,,68180.0,EW
2024-08-01,65622.0,3620.0,4878.0,170.0,1073.0,19002.0,,,1.465217,0.113699,0.055959,1.634875,1.465217,1.465217,1,,306000.0,,74290.0,EW
2024-09-01,57720.0,3130.0,5445.0,140.0,967.0,17193.0,,,1.468711,0.113366,0.05603,1.638107,1.468711,1.468711,1,,306000.0,,66435.0,EW
2024-10-01,68438.0,3709.0,5313.0,165.0,1146.0,20498.0,,,1.472332,0.113443,0.055972,1.641747,1.472332,1.472332,1,,306000.0,,77625.0,EW
2024-11-01,65084.0,3725.0,5607.0,206.0,1149.0,18787.0,,,1.475383,0.113503,0.055914,1.6448,1.475383,1.475383,1,,306000.0,,74622.0,EW
2024-12-01,57233.0,3256.0,7968.0,291.0,961.0,16634.0,,,1.473893,0.115093,0.055856,1.644841,1.473893,1.473893,1,,306000.0,,68748.0,EW
2025-01-01,51324.0,2660.0,3065.0,83.0,770.0,14077.0,,,1.480168,0.114109,0.05657,1.650847,1.480168,1.480168,1,,270000.0,,57132.0,EW
2025-02-01,56772.0,2978.0,3778.0,92.0,848.0,14973.0,,,1.492782,0.114246,0.056927,1.663954,1.492782,1.492782,1,,270000.0,,63620.0,EW
2025-03-01,101018.0,3297.0,7502.0,132.0,1003.0,26643.0,,,1.490847,0.114026,0.056963,1.661836,1.490847,1.490847,1,,270000.0,,111949.0,EW
2025-04-01,24486.0,2578.0,2023.0,137.0,675.0,6120.0,,,1.493753,0.113638,0.056999,1.66439,1.493753,1.493753,1,,270000.0,,29224.0,EW
2025-05-01,40294.0,2724.0,2534.0,102.0,707.0,9803.0,,,1.499938,0.111228,0.057035,1.668201,1.499938,1.499938,1,,270000.0,,45654.0,EW
2025-06-01,46034.0,2839.0,2073.0,50.0,706.0,10268.0,,,1.504233,0.111948,0.057076,1.673257,1.504233,1.504233,1,,270000.0,,50996.0,EW
2025-07-01,53644.0,3109.0,455.0,3.0,764.0,11236.0,,,1.509072,0.111827,0.057117,1.678015,1.509072,1.509072,1,,270000.0,,57211.0,EW
2025-08-01,53837.0,3019.0,256.0,1.0,641.0,10305.0,,,1.514005,0.112127,0.057158,1.68329,1.514005,1.514005,1,,270000.0,,57113.0,EW
2025-09-01,45017.0,2450.0,230.0,2.0,435.0,6814.0,,,1.519277,0.112239,0.057199,1.688715,1.519277,1.519277,1,,270000.0,,47699.0,EW
2025-10-01,47792.0,2671.0,86.0,,278.0,4161.0,,,1.521701,0.112285,0.05724,1.691226,1.521701,1.521701,1,,270000.0,,50549.0,EW
