"Path","Hash","Bytes"
"C:\Users\peewe\OneDrive\Desktop\homeix\publication\print_20260301_100417\outputs\draft_paper_assets\fig_price_and_fair_with_crisis_starts.png","fe1277016f9055d6b0595f1a874f6f351f60394de62f1c746eb95041174fc217","163616"
"C:\Users\peewe\OneDrive\Desktop\homeix\publication\print_20260301_100417\outputs\fair_assets\anim_fair_direction_of_flow.gif","83e856d90d814488ba9e21b086b9f2d78788c1d5dc49dee827ca1a4cb621e064","1783940"
"C:\Users\peewe\OneDrive\Desktop\homeix\publication\print_20260301_100417\outputs\fair_assets\fig_fair_contributions.png","55f40003ea23702bbe52299e4fde8a321c5fc6d48cf72252baef799020cb37e1","210798"
"C:\Users\peewe\OneDrive\Desktop\homeix\publication\print_20260301_100417\outputs\fair_assets\fig_fair_level.png","06b767948a98732eb8501c0333884af742972e3141cc544a58ad70d2b9f0613d","159803"
"C:\Users\peewe\OneDrive\Desktop\homeix\publication\print_20260301_100417\outputs\figures\anim_fair_flow.gif","7f943b706e24d24a569d5d79b73f806f4761189ef7cf6e2a1468a0da5f74dbc2","1880532"
"C:\Users\peewe\OneDrive\Desktop\homeix\publication\print_20260301_100417\outputs\figures\exhibit_1_turnover_cashshare_annual.png","31bff32e2fe325de311598410e6bdc63fc1071514cd96719ab972f0e417edb95","117739"
"C:\Users\peewe\OneDrive\Desktop\homeix\publication\print_20260301_100417\outputs\figures\exhibit_2a_transaction_levels_annual.png","fa97782d251edc6ad82111cd5b5243a73ea3e6428ec598406243e264b311f553","114879"
"C:\Users\peewe\OneDrive\Desktop\homeix\publication\print_20260301_100417\outputs\figures\exhibit_2b_transaction_mix_shares_annual.png","c6cc98be6082214ec92debace64af68cb964eb1f7e1066cf0de811102dc0d5ec","75499"
"C:\Users\peewe\OneDrive\Desktop\homeix\publication\print_20260301_100417\outputs\figures\exhibit_4_price_vs_turnover_index_annual.png","5dd9be4b7d466dabd4d4ac829a9fe28927a0fc5d2b1716a730e9e2d6b9e2e7fe","106292"
"C:\Users\peewe\OneDrive\Desktop\homeix\publication\print_20260301_100417\outputs\figures\fig_domain_mortgage_stock_gbp_bn.png","68bac2811921cfd7d24222c951e3b121f1392fdcbcf2cc3fe20e143a57eb7312","61647"
"C:\Users\peewe\OneDrive\Desktop\homeix\publication\print_20260301_100417\outputs\figures\fig_domain_turnover_pct_q.png","7aae58be3932a2a46b024f081078e6cd261b7339a3168edbf7c6079afe5ff7de","110585"
"C:\Users\peewe\OneDrive\Desktop\homeix\publication\print_20260301_100417\outputs\figures\fig_fair_contrib.png","092cfb2a94a42fd1c53d1f9169aff3ba6d424a6ec086babb11829587bf228e50","227008"
"C:\Users\peewe\OneDrive\Desktop\homeix\publication\print_20260301_100417\outputs\figures\fig_fair_level.png","9269595e1ad0d7ab255849cea896f05eddbcc2344a4b786eb8e741f21ad1b629","167049"
"C:\Users\peewe\OneDrive\Desktop\homeix\_epub_extract\unzipped\cover_image.jpg","0c71d4bdd1a714ccac94e263735c3d3d08b4c2fe1d616ea16ecfbdfa54fb65c5","90131"
