"Name","URI","Region GSS code","Period","Sales volume","Reporting period","Sales volume Cash purchases","Pivotable date"
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2003-10,6429,monthly,,2003-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2003-11,112141,monthly,,2003-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2003-11,6162,monthly,,2003-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2003-12,116105,monthly,,2003-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2003-12,6073,monthly,,2003-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2004-01,86697,monthly,,2004-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2004-01,4291,monthly,,2004-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2004-02,86512,monthly,,2004-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2004-02,4206,monthly,,2004-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2004-03,100342,monthly,,2004-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2004-03,5256,monthly,,2004-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2004-04,114092,monthly,,2004-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2004-04,5821,monthly,,2004-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2004-05,105117,monthly,,2004-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2004-05,5226,monthly,,2004-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2004-06,118877,monthly,,2004-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2004-06,5688,monthly,,2004-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2004-07,126778,monthly,,2004-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2004-07,6166,monthly,,2004-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2004-08,109199,monthly,,2004-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2004-08,4807,monthly,,2004-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2004-09,93996,monthly,,2004-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2004-09,4276,monthly,,2004-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2004-10,90273,monthly,,2004-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2004-10,4087,monthly,,2004-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2004-11,79540,monthly,,2004-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2004-11,3780,monthly,,2004-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2004-12,80888,monthly,,2004-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2004-12,3724,monthly,,2004-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2005-01,53464,monthly,,2005-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2005-01,2516,monthly,,2005-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2005-02,56044,monthly,,2005-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2005-02,2572,monthly,,2005-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2005-03,67322,monthly,,2005-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2005-03,3336,monthly,,2005-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2005-04,78958,monthly,,2005-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2005-04,3891,monthly,,2005-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2005-05,79951,monthly,,2005-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2005-05,3865,monthly,,2005-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2005-06,92080,monthly,,2005-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2005-06,4271,monthly,,2005-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2005-07,96925,monthly,,2005-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2005-07,4428,monthly,,2005-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2005-08,94592,monthly,,2005-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2005-08,4410,monthly,,2005-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2005-09,96191,monthly,,2005-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2005-09,4534,monthly,,2005-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2005-10,88571,monthly,,2005-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2005-10,4249,monthly,,2005-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2005-11,91445,monthly,,2005-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2005-11,4383,monthly,,2005-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2005-12,102289,monthly,,2005-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2005-12,4704,monthly,,2005-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2006-01,73019,monthly,,2006-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2006-01,3228,monthly,,2006-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2006-02,75775,monthly,,2006-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2006-02,3567,monthly,,2006-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2006-03,99396,monthly,,2006-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2006-03,4663,monthly,,2006-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2006-04,91305,monthly,,2006-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2006-04,4207,monthly,,2006-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2006-05,101080,monthly,,2006-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2006-05,4582,monthly,,2006-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2006-06,120679,monthly,,2006-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2006-06,5755,monthly,,2006-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2006-07,112469,monthly,,2006-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2006-07,5136,monthly,,2006-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2006-08,118684,monthly,,2006-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2006-08,5447,monthly,,2006-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2006-09,113761,monthly,,2006-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2006-09,5482,monthly,,2006-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2006-10,110764,monthly,,2006-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2006-10,5520,monthly,,2006-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2006-11,112690,monthly,,2006-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2006-11,5525,monthly,,2006-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2006-12,119458,monthly,,2006-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2006-12,5947,monthly,,2006-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2007-01,85121,monthly,,2007-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-01,3962,monthly,,2007-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2007-02,84374,monthly,,2007-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-02,3750,monthly,,2007-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2007-03,103039,monthly,,2007-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-03,4895,monthly,,2007-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2007-04,92543,monthly,,2007-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-04,4428,monthly,,2007-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2007-05,104937,monthly,,2007-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-05,5047,monthly,,2007-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2007-06,120076,monthly,,2007-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-06,5925,monthly,,2007-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2007-07,113560,monthly,,2007-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-07,5387,monthly,,2007-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2007-08,121246,monthly,,2007-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-08,5719,monthly,,2007-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2007-09,95771,monthly,,2007-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-09,4391,monthly,,2007-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2007-10,100053,monthly,,2007-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-10,4766,monthly,,2007-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2007-11,98151,monthly,,2007-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-11,4822,monthly,,2007-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2007-12,79311,monthly,,2007-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-12,4074,monthly,,2007-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2008-01,56189,monthly,,2008-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-01,2536,monthly,,2008-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2008-02,59992,monthly,,2008-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-02,2682,monthly,,2008-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2008-03,56066,monthly,,2008-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-03,2923,monthly,,2008-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2008-04,60459,monthly,,2008-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-04,3056,monthly,,2008-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2008-05,62969,monthly,,2008-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-05,3327,monthly,,2008-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2008-06,57038,monthly,,2008-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-06,3037,monthly,,2008-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2008-07,51095,monthly,,2008-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-07,2518,monthly,,2008-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2008-08,46910,monthly,,2008-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-08,2221,monthly,,2008-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2008-09,40222,monthly,,2008-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-09,2032,monthly,,2008-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2008-10,43079,monthly,,2008-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-10,2391,monthly,,2008-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2008-11,35029,monthly,,2008-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-11,1868,monthly,,2008-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2008-12,38540,monthly,,2008-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-12,1985,monthly,,2008-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2009-01,25782,monthly,,2009-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-01,1172,monthly,,2009-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2009-02,26660,monthly,,2009-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-02,1289,monthly,,2009-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2009-03,34857,monthly,,2009-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-03,2013,monthly,,2009-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2009-04,37585,monthly,,2009-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-04,1943,monthly,,2009-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2009-05,43500,monthly,,2009-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-05,2278,monthly,,2009-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2009-06,51058,monthly,,2009-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-06,2548,monthly,,2009-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2009-07,60332,monthly,,2009-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-07,2990,monthly,,2009-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2009-08,56038,monthly,,2009-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-08,2514,monthly,,2009-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2009-09,56068,monthly,,2009-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-09,2644,monthly,,2009-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2009-10,62974,monthly,,2009-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-10,3004,monthly,,2009-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2009-11,58583,monthly,,2009-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-11,2757,monthly,,2009-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2009-12,75376,monthly,,2009-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-12,3405,monthly,,2009-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2010-01,34383,monthly,,2010-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-01,1499,monthly,,2010-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2010-02,40718,monthly,,2010-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-02,1901,monthly,,2010-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2010-03,49166,monthly,,2010-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-03,2379,monthly,,2010-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2010-04,49802,monthly,,2010-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-04,2553,monthly,,2010-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2010-05,49793,monthly,,2010-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-05,2543,monthly,,2010-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2010-06,59887,monthly,,2010-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-06,3013,monthly,,2010-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2010-07,64635,monthly,,2010-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-07,2987,monthly,,2010-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2010-08,58984,monthly,,2010-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-08,2692,monthly,,2010-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2010-09,55114,monthly,,2010-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-09,2542,monthly,,2010-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2010-10,55948,monthly,,2010-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-10,2873,monthly,,2010-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2010-11,53689,monthly,,2010-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-11,2776,monthly,,2010-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2010-12,54383,monthly,,2010-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-12,2715,monthly,,2010-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2011-01,36005,monthly,,2011-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-01,1682,monthly,,2011-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2011-02,37892,monthly,,2011-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-02,1841,monthly,,2011-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2011-03,44568,monthly,,2011-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-03,2280,monthly,,2011-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2011-04,48605,monthly,,2011-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-04,2285,monthly,,2011-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2011-05,46851,monthly,,2011-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-05,2257,monthly,,2011-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2011-06,55226,monthly,,2011-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-06,2721,monthly,,2011-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2011-07,59692,monthly,,2011-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-07,2820,monthly,,2011-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2011-08,61631,monthly,,2011-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-08,2939,monthly,,2011-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2011-09,60860,monthly,,2011-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-09,2875,monthly,,2011-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2011-10,55412,monthly,,2011-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-10,2729,monthly,,2011-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2011-11,57594,monthly,,2011-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-11,2937,monthly,,2011-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2011-12,60991,monthly,,2011-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-12,2919,monthly,,2011-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2012-01,42125,monthly,13807,2012-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-01,1839,monthly,622,2012-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2012-02,43023,monthly,13606,2012-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-02,1988,monthly,681,2012-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2012-03,58990,monthly,17163,2012-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-03,2602,monthly,838,2012-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2012-04,41395,monthly,14139,2012-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-04,2104,monthly,793,2012-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2012-05,50413,monthly,16459,2012-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-05,2346,monthly,802,2012-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2012-06,57212,monthly,17333,2012-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-06,2924,monthly,982,2012-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2012-07,56838,monthly,18737,2012-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-07,2582,monthly,943,2012-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2012-08,62396,monthly,20365,2012-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-08,2934,monthly,1080,2012-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2012-09,50670,monthly,16606,2012-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-09,2449,monthly,912,2012-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2012-10,56410,monthly,19088,2012-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-10,2884,monthly,1124,2012-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2012-11,61010,monthly,20015,2012-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-11,3039,monthly,1053,2012-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2012-12,54054,monthly,17216,2012-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-12,2689,monthly,933,2012-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2013-01,41530,monthly,14082,2013-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2013-01,1802,monthly,676,2013-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2013-02,43191,monthly,14115,2013-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2013-02,2027,monthly,737,2013-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2013-03,52099,monthly,17323,2013-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2013-03,2601,monthly,916,2013-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2013-04,48744,monthly,17002,2013-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2013-04,2303,monthly,852,2013-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2013-05,63360,monthly,20745,2013-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2013-05,3028,monthly,1101,2013-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2013-06,63222,monthly,20487,2013-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2013-06,3183,monthly,1083,2013-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2013-07,70536,monthly,23871,2013-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2013-07,3329,monthly,1232,2013-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2013-08,76183,monthly,24749,2013-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2013-08,3532,monthly,1318,2013-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2013-09,67217,monthly,22762,2013-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2013-09,3218,monthly,1202,2013-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2013-10,75111,monthly,25847,2013-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2013-10,3632,monthly,1399,2013-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2013-11,81041,monthly,26928,2013-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2013-11,4070,monthly,1474,2013-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2013-12,77833,monthly,24885,2013-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2013-12,3887,monthly,1401,2013-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2014-01,64587,monthly,21110,2014-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2014-01,2917,monthly,1106,2014-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2014-02,64181,monthly,20422,2014-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2014-02,2958,monthly,1041,2014-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2014-03,66594,monthly,22165,2014-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2014-03,3214,monthly,1226,2014-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2014-04,69314,monthly,23156,2014-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2014-04,3360,monthly,1211,2014-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2014-05,76211,monthly,24575,2014-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2014-05,3848,monthly,1438,2014-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2014-06,79628,monthly,25527,2014-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2014-06,3849,monthly,1401,2014-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2014-07,83160,monthly,27651,2014-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2014-07,4151,monthly,1599,2014-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2014-08,86320,monthly,27982,2014-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2014-08,4084,monthly,1490,2014-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2014-09,77547,monthly,25757,2014-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2014-09,3654,monthly,1371,2014-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2014-10,84927,monthly,28678,2014-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2014-10,4129,monthly,1589,2014-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2014-11,72004,monthly,24319,2014-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2014-11,3613,monthly,1393,2014-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2014-12,76741,monthly,25384,2014-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2014-12,3836,monthly,1377,2014-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2015-01,56362,monthly,19096,2015-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2015-01,2730,monthly,1000,2015-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2015-02,57669,monthly,19403,2015-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2015-02,2750,monthly,1061,2015-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2015-03,65281,monthly,22251,2015-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2015-03,3274,monthly,1255,2015-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2015-04,62391,monthly,20646,2015-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2015-04,3150,monthly,1145,2015-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2015-05,72232,monthly,23040,2015-05-01
