geo,baseline_windows,use_newbuild_term,n_baseline_rows_used,mu_W,sd_W,mu_gTO_yoy,sd_gTO_yoy,mu_dNB_yoy,sd_dNB_yoy
EW,2003Q1-2007Q4; 2013Q1-2019Q4,True,48,0.0057373934991735405,0.03838329087701486,0.024511112048613757,0.17777816104153946,0.019977605574637063,0.15227660970909196
