"Name","URI","Region GSS code","Period","Sales volume","Reporting period","Sales volume Existing properties","Pivotable date"
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1992-02,,quarterly,,1992-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1992-03,,quarterly,,1992-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1992-03,,quarterly,,1992-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1992-04,,quarterly,,1992-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1992-04,,quarterly,,1992-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1992-05,,quarterly,,1992-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1992-05,,quarterly,,1992-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1992-06,,quarterly,,1992-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1992-06,,quarterly,,1992-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1992-07,,quarterly,,1992-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1992-07,,quarterly,,1992-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1992-08,,quarterly,,1992-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1992-08,,quarterly,,1992-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1992-09,,quarterly,,1992-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1992-09,,quarterly,,1992-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1992-10,,quarterly,,1992-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1992-10,,quarterly,,1992-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1992-11,,quarterly,,1992-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1992-11,,quarterly,,1992-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1992-12,,quarterly,,1992-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1992-12,,quarterly,,1992-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1993-01,,quarterly,,1993-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1993-01,,quarterly,,1993-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1993-02,,quarterly,,1993-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1993-02,,quarterly,,1993-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1993-03,,quarterly,,1993-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1993-03,,quarterly,,1993-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1993-04,,quarterly,,1993-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1993-04,,quarterly,,1993-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1993-05,,quarterly,,1993-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1993-05,,quarterly,,1993-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1993-06,,quarterly,,1993-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1993-06,,quarterly,,1993-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1993-07,,quarterly,,1993-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1993-07,,quarterly,,1993-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1993-08,,quarterly,,1993-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1993-08,,quarterly,,1993-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1993-09,,quarterly,,1993-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1993-09,,quarterly,,1993-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1993-10,,quarterly,,1993-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1993-10,,quarterly,,1993-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1993-11,,quarterly,,1993-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1993-11,,quarterly,,1993-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1993-12,,quarterly,,1993-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1993-12,,quarterly,,1993-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1994-01,,quarterly,,1994-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1994-01,,quarterly,,1994-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1994-02,,quarterly,,1994-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1994-02,,quarterly,,1994-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1994-03,,quarterly,,1994-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1994-03,,quarterly,,1994-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1994-04,,quarterly,,1994-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1994-04,,quarterly,,1994-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1994-05,,quarterly,,1994-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1994-05,,quarterly,,1994-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1994-06,,quarterly,,1994-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1994-06,,quarterly,,1994-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1994-07,,quarterly,,1994-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1994-07,,quarterly,,1994-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1994-08,,quarterly,,1994-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1994-08,,quarterly,,1994-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1994-09,,quarterly,,1994-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1994-09,,quarterly,,1994-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1994-10,,quarterly,,1994-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1994-10,,quarterly,,1994-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1994-11,,quarterly,,1994-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1994-11,,quarterly,,1994-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1994-12,,quarterly,,1994-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1994-12,,quarterly,,1994-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1995-01,47639,monthly,42331,1995-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1995-01,1991,monthly,1766,1995-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1995-02,47880,monthly,41585,1995-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1995-02,2148,monthly,1823,1995-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1995-03,67025,monthly,57578,1995-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1995-03,3133,monthly,2685,1995-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1995-04,56925,monthly,49380,1995-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1995-04,2488,monthly,2174,1995-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1995-05,64192,monthly,55307,1995-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1995-05,2685,monthly,2317,1995-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1995-06,72640,monthly,60572,1995-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1995-06,3175,monthly,2654,1995-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1995-07,64242,monthly,56699,1995-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1995-07,2698,monthly,2389,1995-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1995-08,69269,monthly,60942,1995-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1995-08,2998,monthly,2588,1995-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1995-09,67251,monthly,58388,1995-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1995-09,3191,monthly,2728,1995-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1995-10,61264,monthly,53549,1995-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1995-10,2736,monthly,2367,1995-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1995-11,63955,monthly,55537,1995-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1995-11,2970,monthly,2536,1995-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1995-12,69345,monthly,57306,1995-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1995-12,3180,monthly,2674,1995-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1996-01,48694,monthly,43648,1996-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1996-01,1934,monthly,1743,1996-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1996-02,51401,monthly,45105,1996-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1996-02,2251,monthly,1924,1996-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1996-03,68453,monthly,59299,1996-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1996-03,3617,monthly,3071,1996-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1996-04,64277,monthly,56902,1996-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1996-04,2879,monthly,2492,1996-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1996-05,78937,monthly,68998,1996-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1996-05,3521,monthly,2983,1996-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1996-06,75545,monthly,63701,1996-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1996-06,3340,monthly,2780,1996-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1996-07,85339,monthly,76766,1996-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1996-07,3664,monthly,3262,1996-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1996-08,91037,monthly,81366,1996-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1996-08,4087,monthly,3550,1996-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1996-09,80016,monthly,70737,1996-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1996-09,3624,monthly,3135,1996-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1996-10,86311,monthly,76783,1996-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1996-10,3872,monthly,3420,1996-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1996-11,93515,monthly,82534,1996-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1996-11,4336,monthly,3802,1996-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1996-12,86711,monthly,74162,1996-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1996-12,3729,monthly,3265,1996-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1997-01,66743,monthly,60206,1997-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1997-01,2888,monthly,2579,1997-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1997-02,66246,monthly,58274,1997-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1997-02,3059,monthly,2629,1997-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1997-03,76073,monthly,66597,1997-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1997-03,4044,monthly,3593,1997-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1997-04,78611,monthly,69952,1997-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1997-04,3566,monthly,3118,1997-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1997-05,91543,monthly,80648,1997-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1997-05,4007,monthly,3460,1997-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1997-06,95416,monthly,82474,1997-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1997-06,4157,monthly,3578,1997-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1997-07,102709,monthly,93235,1997-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1997-07,4447,monthly,3984,1997-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1997-08,98764,monthly,88726,1997-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1997-08,4507,monthly,3970,1997-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1997-09,89492,monthly,80269,1997-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1997-09,4045,monthly,3549,1997-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1997-10,95932,monthly,86000,1997-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1997-10,4412,monthly,3896,1997-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1997-11,81563,monthly,72238,1997-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1997-11,3740,monthly,3215,1997-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1997-12,87593,monthly,75402,1997-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1997-12,3952,monthly,3359,1997-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1998-01,61036,monthly,55654,1998-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1998-01,2637,monthly,2368,1998-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1998-02,62504,monthly,55478,1998-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1998-02,2884,monthly,2464,1998-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1998-03,76702,monthly,67981,1998-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1998-03,3610,monthly,3164,1998-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1998-04,79866,monthly,71890,1998-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1998-04,3450,monthly,3079,1998-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1998-05,86607,monthly,76884,1998-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1998-05,3833,monthly,3356,1998-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1998-06,91723,monthly,79422,1998-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1998-06,4036,monthly,3492,1998-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1998-07,103581,monthly,94368,1998-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1998-07,4627,monthly,4128,1998-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1998-08,89172,monthly,80387,1998-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1998-08,3840,monthly,3439,1998-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1998-09,85283,monthly,76782,1998-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1998-09,3621,monthly,3245,1998-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1998-10,88339,monthly,79404,1998-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1998-10,4139,monthly,3710,1998-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1998-11,81770,monthly,72918,1998-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1998-11,3692,monthly,3269,1998-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1998-12,84154,monthly,72740,1998-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1998-12,3822,monthly,3276,1998-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1999-01,59989,monthly,54747,1999-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1999-01,2576,monthly,2348,1999-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1999-02,62164,monthly,55339,1999-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1999-02,2721,monthly,2385,1999-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1999-03,83947,monthly,74680,1999-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1999-03,3482,monthly,3080,1999-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1999-04,89255,monthly,80173,1999-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1999-04,3659,monthly,3250,1999-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1999-05,89095,monthly,79544,1999-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1999-05,3840,monthly,3367,1999-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1999-06,100844,monthly,88769,1999-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1999-06,4022,monthly,3515,1999-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1999-07,119652,monthly,109070,1999-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1999-07,4959,monthly,4430,1999-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1999-08,108298,monthly,98880,1999-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1999-08,4576,monthly,4120,1999-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1999-09,102445,monthly,93022,1999-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1999-09,4281,monthly,3851,1999-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1999-10,107395,monthly,97297,1999-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1999-10,4782,monthly,4256,1999-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1999-11,103902,monthly,93770,1999-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1999-11,4707,monthly,4147,1999-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1999-12,102442,monthly,89756,1999-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,1999-12,4756,monthly,4126,1999-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2000-01,68031,monthly,62354,2000-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2000-01,3063,monthly,2732,2000-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2000-02,72364,monthly,64662,2000-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2000-02,3413,monthly,2975,2000-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2000-03,96354,monthly,85416,2000-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2000-03,4745,monthly,4181,2000-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2000-04,88707,monthly,80121,2000-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2000-04,4428,monthly,3927,2000-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2000-05,92309,monthly,82698,2000-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2000-05,4390,monthly,3883,2000-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2000-06,105431,monthly,92121,2000-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2000-06,5308,monthly,4582,2000-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2000-07,95400,monthly,87289,2000-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2000-07,4808,monthly,4354,2000-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2000-08,94346,monthly,85626,2000-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2000-08,4888,monthly,4413,2000-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2000-09,88148,monthly,79174,2000-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2000-09,4743,monthly,4220,2000-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2000-10,83099,monthly,75100,2000-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2000-10,4237,monthly,3846,2000-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2000-11,83309,monthly,74839,2000-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2000-11,4287,monthly,3811,2000-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2000-12,90823,monthly,78379,2000-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2000-12,4773,monthly,4026,2000-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2001-01,64870,monthly,59858,2001-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2001-01,2993,monthly,2779,2001-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2001-02,67134,monthly,60612,2001-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2001-02,3333,monthly,2996,2001-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2001-03,90226,monthly,80282,2001-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2001-03,4522,monthly,3988,2001-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2001-04,88556,monthly,80485,2001-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2001-04,4216,monthly,3822,2001-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2001-05,99478,monthly,90311,2001-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2001-05,4658,monthly,4170,2001-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2001-06,113447,monthly,99150,2001-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2001-06,5812,monthly,4912,2001-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2001-07,113200,monthly,104766,2001-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2001-07,5649,monthly,5133,2001-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2001-08,124849,monthly,114812,2001-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2001-08,6240,monthly,5687,2001-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2001-09,98296,monthly,89735,2001-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2001-09,4915,monthly,4451,2001-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2001-10,105633,monthly,97048,2001-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2001-10,5484,monthly,4962,2001-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2001-11,109149,monthly,99302,2001-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2001-11,5980,monthly,5358,2001-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2001-12,93329,monthly,80705,2001-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2001-12,4953,monthly,4278,2001-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2002-01,71678,monthly,66703,2002-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2002-01,3652,monthly,3393,2002-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2002-02,77131,monthly,70267,2002-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2002-02,4183,monthly,3776,2002-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2002-03,102828,monthly,91947,2002-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2002-03,5717,monthly,5060,2002-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2002-04,99638,monthly,91026,2002-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2002-04,5076,monthly,4665,2002-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2002-05,132163,monthly,120424,2002-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2002-05,6876,monthly,6202,2002-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2002-06,104285,monthly,91171,2002-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2002-06,5512,monthly,4803,2002-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2002-07,126475,monthly,116789,2002-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2002-07,6366,monthly,5813,2002-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2002-08,126360,monthly,115962,2002-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2002-08,6460,monthly,5823,2002-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2002-09,104054,monthly,94627,2002-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2002-09,5327,monthly,4843,2002-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2002-10,106125,monthly,96659,2002-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2002-10,5330,monthly,4879,2002-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2002-11,110850,monthly,100194,2002-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2002-11,6136,monthly,5569,2002-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2002-12,102070,monthly,88387,2002-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2002-12,5461,monthly,4787,2002-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2003-01,79926,monthly,74493,2003-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2003-01,3975,monthly,3700,2003-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2003-02,75657,monthly,68624,2003-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2003-02,3993,monthly,3584,2003-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2003-03,80112,monthly,71552,2003-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2003-03,4519,monthly,4049,2003-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2003-04,82897,monthly,75182,2003-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2003-04,4710,monthly,4282,2003-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2003-05,91813,monthly,82655,2003-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2003-05,5173,monthly,4581,2003-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2003-06,94507,monthly,81111,2003-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2003-06,5551,monthly,4844,2003-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2003-07,103522,monthly,95410,2003-07-01
