start_year,end_year,mean_turnover_pct,mean_cash_share,mean_new_build_share,corr_turnover_cash_share,corr_turnover_new_build_share
1998,2024,6.4604347826086945,0.2088139417745122,0.09628741315708976,-0.4026497766521622,-0.21199894229666993
